no_of_repeats,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
60000,12.147,0.19872905834777585,0.0115127506808616,24234,4816,279,27.971988916397095
1000,12.143,0.19868995633187772,0.015283842794759825,458,91,7,0.8244302272796631
12000,12.141,0.20330392340904824,0.011263375258119017,5327,1083,60,5.9083411693573
2000,12.143,0.19135802469135801,0.00720164609053498,972,186,7,1.2313673496246338
1000,12.143,0.23430962343096234,0.01882845188284519,478,112,9,0.8880794048309326
40000,12.143,0.19526172751979204,0.010693607467801016,16926,3305,181,18.758870601654053
10000,12.144,0.20468115595892047,0.014330069262001434,4187,857,60,4.9680335521698
1000,12.14,0.19495412844036697,0.0022935779816513763,436,85,1,0.8287441730499268
4000,12.143,0.19309989701338826,0.009268795056642637,1942,375,18,2.291349411010742
1500,12.141,0.19148936170212766,0.01276595744680851,470,90,6,1.0499720573425293
30000,12.143,0.19451761606848864,0.009301942706618374,12148,2363,113,14.107462644577026
2000,12.145,0.19911504424778761,0.011061946902654867,904,180,10,1.2775022983551025
40000,12.141,0.192664043660363,0.011295849727122732,15758,3036,178,18.6930673122406
8000,12.143,0.1821705426356589,0.012224209898628503,3354,611,41,4.036246061325073
15000,12.144,0.19903638478152516,0.011463698288752284,6019,1198,69,7.280103921890259
40000,12.143,0.20579975181242244,0.01267062895957155,15311,3151,194,18.775317668914795
60000,12.144,0.1987987732151985,0.01162889759754643,23476,4667,273,27.891828536987305
12000,12.14,0.20506019179759233,0.01163027953478882,4901,1005,57,5.805115222930908
1500,12.143,0.1766109785202864,0.007159904534606206,419,74,3,1.0920803546905518
1000,12.139,0.23427331887201736,0.004338394793926247,461,108,2,0.862945556640625
30000,12.143,0.19763303815277664,0.010841678391128031,12083,2388,131,14.159264326095581
3000,12.135,0.19406392694063926,0.0121765601217656,1314,255,16,1.7436573505401611
30000,12.13,0.206876696553426,0.00945957061775109,12157,2515,115,14.141804456710815
30000,12.138,0.19775618234968792,0.009638934976692739,12657,2503,122,14.14897894859314
3000,12.135,0.1751287711552612,0.009565857247976454,1359,238,13,1.7177150249481201
1500,12.135,0.18421052631578946,0.010964912280701754,456,84,5,1.0668084621429443
22000,12.131,0.20089971472459953,0.009545753785385122,9114,1831,87,10.41283106803894
6000,12.132,0.18025430067314885,0.007105459985041137,2674,482,19,3.1554312705993652
8000,12.132,0.21379516273514482,0.009853687667960586,3349,716,33,4.004207134246826
60000,12.134,0.1975107993670074,0.010307514648646337,23381,4618,241,27.932246208190918
