"Freq [GHz]","mag(St(feedline_T1,feedline_T1)) []","mag(St(feedline_T2,feedline_T1)) []"
1.649,0.0999932666079891,0.97967113762801
1.64914285714286,0.100138975055998,0.979653324942393
1.64928571428571,0.100284717677487,0.979635478239057
1.64942857142857,0.100430494599944,0.979617597440021
1.64957142857143,0.100576305951772,0.979599682466794
1.64971428571429,0.100722151862291,0.979581733240374
1.64985714285714,0.100868032461744,0.979563749681245
1.65,0.101013947881305,0.979545731709367
1.65014285714286,0.101159898253086,0.979527679244176
1.65028571428571,0.101305883710141,0.979509592204582
1.65042857142857,0.101451904386478,0.979491470508959
1.65057142857143,0.101597960417059,0.979473314075145
1.65071428571429,0.101744051937813,0.979455122820434
1.65085714285714,0.101890179085638,0.979436896661574
1.651,0.10203634199841,0.979418635514765
1.65114285714286,0.102182540814994,0.979400339295648
1.65128571428571,0.102328775675243,0.979382007919304
1.65142857142857,0.102475046720012,0.979363641300251
1.65157142857143,0.102621354091161,0.979345239352439
1.65171428571429,0.102767697931568,0.979326801989239
1.65185714285714,0.102914078385129,0.979308329123447
1.652,0.103060495596768,0.979289820667275
1.65214285714286,0.10320694971245,0.979271276532345
1.65228571428571,0.103353440879181,0.979252696629686
1.65242857142857,0.103499969245018,0.979234080869729
1.65257142857143,0.103646534959081,0.979215429162302
1.65271428571429,0.103793138171554,0.979196741416624
1.65285714285714,0.103939779033699,0.9791780175413
1.653,0.104086457697859,0.979159257444318
1.65314285714286,0.104233174317468,0.979140461033039
1.65328571428571,0.104379929047063,0.979121628214199
1.65342857142857,0.104526722042285,0.979102758893896
1.65357142857143,0.104673553459891,0.97908385297759
1.65371428571429,0.104820423457765,0.979064910370097
1.65385714285714,0.10496733219492,0.979045930975579
1.654,0.105114279831513,0.979026914697544
1.65414285714286,0.105261266528851,0.979007861438839
1.65428571428571,0.105408292449396,0.978988771101642
1.65442857142857,0.10555535775678,0.97896964358746
1.65457142857143,0.10570246261581,0.97895047879712
1.65471428571429,0.105849607192479,0.978931276630763
1.65485714285714,0.105996791653973,0.978912036987842
1.655,0.106144016168681,0.978892759767116
1.65514285714286,0.106291280906204,0.978873444866634
1.65528571428571,0.106438586037366,0.978854092183745
1.65542857142857,0.106585931734219,0.97883470161508
1.65557142857143,0.106733318170058,0.978815273056549
1.65571428571429,0.106880745519427,0.978795806403338
1.65585714285714,0.107028213958129,0.978776301549897
1.656,0.107175723663235,0.978756758389938
