"Freq [GHz]","dB(St(feedline_T1,feedline_T1)) []"
1.75471428571429,-9.90124073128314
1.75485714285714,-9.95315299728004
1.755,-10.0058342045035
1.75514285714286,-10.0591996796684
1.75528571428571,-10.113166149396
1.75542857142857,-10.1676519930317
1.75557142857143,-10.2225774699657
1.75571428571429,-10.2778649215636
1.75585714285714,-10.3334389480923
1.756,-10.389226561268
1.75614285714286,-10.4451573132527
1.75628571428571,-10.5011634030984
1.75642857142857,-10.5571797617691
1.75657142857143,-10.6131441169757
1.75671428571429,-10.6689970391312
1.75685714285714,-10.7246819697827
1.757,-10.7801452339004
1.75714285714286,-10.8353360374068
1.75728571428571,-10.8902064513172
1.75742857142857,-10.9447113838308
1.75757142857143,-10.9988085416767
1.75771428571429,-11.0524583819598
1.75785714285714,-11.1056240557018
1.758,-11.1582713442027
1.75814285714286,-11.2103685892837
1.75828571428571,-11.2618866183994
1.75842857142857,-11.3127986655383
1.75857142857143,-11.3630802887581
1.75871428571429,-11.4127092851321
1.75885714285714,-11.4616656038141
1.759,-11.5099312578639
1.75914285714286,-11.5574902354105
1.75928571428571,-11.6043284106712
1.75942857142857,-11.6504334552847
1.75957142857143,-11.6957947503683
1.75971428571429,-11.7404032996518
1.75985714285714,-11.7842516439986
1.76,-11.8273337775832
1.76014285714286,-11.8696450659477
1.76028571428571,-11.9111821661311
1.76042857142857,-11.9519429490275
1.76057142857143,-11.9919264240996
1.76071428571429,-12.0311326665499
1.76085714285714,-12.0695627470218
1.761,-12.1072186638876
1.76114285714286,-12.144103278154
1.76128571428571,-12.1802202510045
1.76142857142857,-12.2155739839768
1.76157142857143,-12.2501695617669
1.76171428571429,-12.2840126976309
1.76185714285714,-12.3171096813542
1.762,-12.3494673297433
1.76214285714286,-12.3810929395894
1.76228571428571,-12.4119942430482
1.76242857142857,-12.4421793653723
1.76257142857143,-12.4716567849328
1.76271428571429,-12.5004352954568
1.76285714285714,-12.528523970412
1.763,-12.5559321294626
1.76314285714286,-12.5826693069221
1.76328571428571,-12.6087452221262
1.76342857142857,-12.6341697516502
1.76357142857143,-12.6589529032949
1.76371428571429,-12.6831047917647
1.76385714285714,-12.7066356159636
1.764,-12.7295556378362
1.76414285714286,-12.7518751626801
1.76428571428571,-12.7736045208598
1.76442857142857,-12.794754050853
1.76457142857143,-12.8153340835624
1.76471428571429,-12.8353549278272
1.76485714285714,-12.8548268570706
1.765,-12.873760097025
1.76514285714286,-12.892164814471
1.76528571428571,-12.910051106939
1.76542857142857,-12.9274289933137
1.76557142857143,-12.944308405293
1.76571428571429,-12.9606991796477
1.76585714285714,-12.9766110512367
1.766,-12.9920536467292
1.76614285714286,-13.0070364789917
1.76628571428571,-13.0215689420967
1.76642857142857,-13.0356603069131
1.76657142857143,-13.0493197172416
1.76671428571429,-13.0625561864572
1.76685714285714,-13.0753785946253
1.767,-13.0877956860592
1.76714285714286,-13.0998160672868
1.76728571428571,-13.111448205399
1.76742857142857,-13.1227004267507
1.76757142857143,-13.1335809159892
1.76771428571429,-13.1440977153848
1.76785714285714,-13.1542587244405
1.768,-13.1640716997594
1.76814285714286,-13.1735442551478
1.76828571428571,-13.1826838619366
1.76842857142857,-13.1914978495007
1.76857142857143,-13.1999934059605
1.76871428571429,-13.2081775790496
1.76885714285714,-13.2160572771325
1.769,-13.2236392703593
1.76914285714286,-13.2309301919436
1.76928571428571,-13.2379365395516
1.76942857142857,-13.2446646767905
1.76957142857143,-13.2511208347855
1.76971428571429,-13.2573111138365
1.76985714285714,-13.2632414851426
1.77,-13.2689177925888
1.77014285714286,-13.2743457545845
1.77028571428571,-13.2795309659475
1.77042857142857,-13.2844788998261
1.77057142857143,-13.2891949096528
1.77071428571429,-13.2936842311242
1.77085714285714,-13.297951984201
1.771,-13.3020031751234
1.77114285714286,-13.305842698437
1.77128571428571,-13.3094753390248
1.77142857142857,-13.3129057741422
1.77157142857143,-13.3161385754501
1.77171428571429,-13.3191782110439
1.77185714285714,-13.3220290474746
1.772,-13.32469535176
1.77214285714286,-13.3271812933827
1.77228571428571,-13.3294909462734
1.77242857142857,-13.3316282907771
1.77257142857143,-13.3335972155998
1.77271428571429,-13.3354015197358
1.77285714285714,-13.3370449143719
1.773,-13.3385310247687
1.77314285714286,-13.3398633921174
1.77328571428571,-13.3410454753717
1.77342857142857,-13.3420806530521
1.77357142857143,-13.3429722250243
1.77371428571429,-13.3437234142492
1.77385714285714,-13.3443373685049
1.774,-13.34481716208
1.77414285714286,-13.3451657974376
1.77428571428571,-13.3453862068502
1.77442857142857,-13.3454812540051
1.77457142857143,-13.3454537355798
1.77471428571429,-13.3453063827881
1.77485714285714,-13.345041862896
1.775,-13.3446627807087
1.77514285714286,-13.3441716800271
1.77528571428571,-13.3435710450753
1.77542857142857,-13.342863301899
1.77557142857143,-13.3420508197343
1.77571428571429,-13.3411359123482
1.77585714285714,-13.3401208393503
1.776,-13.3390078074764
1.77614285714286,-13.3377989718436
1.77628571428571,-13.3364964371789
1.77642857142857,-13.3351022590198
1.77657142857143,-13.3336184448876
1.77671428571429,-13.3320469554358
1.77685714285714,-13.3303897055706
1.777,-13.3286485655474
1.77714285714286,-13.3268253620405
1.77728571428571,-13.3249218791897
1.77742857142857,-13.3229398596209
1.77757142857143,-13.3208810054438
1.77771428571429,-13.3187469792257
1.77785714285714,-13.3165394049427
1.778,-13.3142598689075
1.77814285714286,-13.3119099206757
1.77828571428571,-13.30949107393
1.77842857142857,-13.3070048073436
1.77857142857143,-13.3044525654222
1.77871428571429,-13.3018357593256
1.77885714285714,-13.29915576767
1.779,-13.29641393731
1.77914285714286,-13.2936115841016
1.77928571428571,-13.2907499936473
1.77942857142857,-13.2878304220213
1.77957142857143,-13.2848540964786
1.77971428571429,-13.2818222161457
1.77985714285714,-13.2787359526939
1.78,-13.2755964509966
1.78014285714286,-13.2724048297703
1.78028571428571,-13.2691621821991
1.78042857142857,-13.2658695765441
1.78057142857143,-13.2625280567375
1.78071428571429,-13.2591386429621
1.78085714285714,-13.2557023322159
1.781,-13.2522200988629
1.78114285714286,-13.2486928951703
1.78128571428571,-13.2451216518315
1.78142857142857,-13.2415072784773
1.78157142857143,-13.2378506641729
1.78171428571429,-13.2341526779031
1.78185714285714,-13.2304141690456
1.782,-13.2266359678322
1.78214285714286,-13.222818885798
1.78228571428571,-13.2189637162197
1.78242857142857,-13.2150712345433
1.78257142857143,-13.2111421988002
1.78271428571429,-13.2071773500136
1.78285714285714,-13.2031774125942
1.783,-13.1991430947263
1.78314285714286,-13.1950750887441
1.78328571428571,-13.1909740714984
1.78342857142857,-13.1868407047145
1.78357142857143,-13.1826756353404
1.78371428571429,-13.1784794958873
1.78385714285714,-13.1742529047607
1.784,-13.1699964665836
1.78414285714286,-13.1657107725112
1.78428571428571,-13.1613964005386
1.78442857142857,-13.1570539158
1.78457142857143,-13.1526838708605
1.78471428571429,-13.1482868060008
1.78485714285714,-13.1438632494951
1.785,-13.1394137178813
1.78514285714286,-13.1349387162251
1.78528571428571,-13.1304387383772
1.78542857142857,-13.1259142672245
1.78557142857143,-13.121365774934
1.78571428571429,-13.1167937231922
1.78585714285714,-13.1121985634374
1.786,-13.1075807370861
1.78614285714286,-13.102940675755
1.78628571428571,-13.098278801476
1.78642857142857,-13.0935955269071
1.78657142857143,-13.088891255537
1.78671428571429,-13.0841663818859
1.78685714285714,-13.0794212916998
1.787,-13.0746563621414
1.78714285714286,-13.0698719619756
1.78728571428571,-13.06506845175
1.78742857142857,-13.0602461839723
1.78757142857143,-13.0554055032815
1.78771428571429,-13.0505467466168
1.78785714285714,-13.0456702433806
1.788,-13.0407763155988
1.78814285714286,-13.0358652780764
1.78828571428571,-13.0309374385495
1.78842857142857,-13.0259930978336
1.78857142857143,-13.0210325499681
1.78871428571429,-13.0160560823579
1.78885714285714,-13.0110639759101
1.789,-13.0060565051692
1.78914285714286,-13.0010339384472
1.78928571428571,-12.9959965379519
1.78942857142857,-12.9909445599112
1.78957142857143,-12.9858782546949
1.78971428571429,-12.9807978669329
1.78985714285714,-12.9757036356312
1.79,-12.9705957942845
1.79014285714286,-12.9654745709865
1.79028571428571,-12.9603401885369
1.79042857142857,-12.9551928645466
1.79057142857143,-12.9500328115395
1.79071428571429,-12.9448602370523
1.79085714285714,-12.9396753437318
1.791,-12.9344783294296
1.79114285714286,-12.9292693872947
1.79128571428571,-12.9240487058637
1.79142857142857,-12.9188164691489
1.79157142857143,-12.913572856724
1.79171428571429,-12.9083180438081
1.79185714285714,-12.9030522013473
1.792,-12.8977754960943
1.79214285714286,-12.8924880906858
1.79228571428571,-12.8871901437192
1.79242857142857,-12.8818818098256
1.79257142857143,-12.8765632397424
1.79271428571429,-12.8712345803834
1.79285714285714,-12.8658959749074
1.793,-12.860547562785
1.79314285714286,-12.8551894798641
1.79328571428571,-12.8498218584329
1.79342857142857,-12.8444448272822
1.79357142857143,-12.8390585117658
1.79371428571429,-12.8336630338595
1.79385714285714,-12.8282585122181
1.794,-12.8228450622315
1.79414285714286,-12.8174227960796
1.79428571428571,-12.811991822785
1.79442857142857,-12.8065522482648
1.79457142857143,-12.8011041753814
1.79471428571429,-12.7956477039911
1.79485714285714,-12.7901829309923
1.795,-12.7847099503723
1.79514285714286,-12.7792288532523
1.79528571428571,-12.7737397279319
1.79542857142857,-12.7682426599319
1.79557142857143,-12.7627377320364
1.79571428571429,-12.7572250243337
1.79585714285714,-12.7517046142556
1.796,-12.7461765766162
1.79614285714286,-12.7406409836495
1.79628571428571,-12.735097905046
1.79642857142857,-12.7295474079881
1.79657142857143,-12.7239895571843
1.79671428571429,-12.7184244149035
1.79685714285714,-12.7128520410069
1.797,-12.7072724929801
1.79714285714286,-12.7016858259633
1.79728571428571,-12.696092092782
1.79742857142857,-12.690491343975
1.79757142857143,-12.6848836278233
1.79771428571429,-12.6792689903769
1.79785714285714,-12.6736474754811
1.798,-12.6680191248025
1.79814285714286,-12.6623839778533
1.79828571428571,-12.6567420720159
1.79842857142857,-12.6510934425653
1.79857142857143,-12.6454381226922
1.79871428571429,-12.6397761435242
1.79885714285714,-12.6341075341472
1.799,-12.628432321625
1.79914285714286,-12.6227505310196
1.79928571428571,-12.617062185409
1.79942857142857,-12.611367305906
1.79957142857143,-12.6056659116753
1.79971428571429,-12.5999580199503
1.79985714285714,-12.5942436460489
1.8,-12.5885228033892
1.80014285714286,-12.582795503504
1.80028571428571,-12.5770617560551
1.80042857142857,-12.5713215688463
1.80057142857143,-12.5655749478368
1.80071428571429,-12.5598218971528
1.80085714285714,-12.5540624190997
1.801,-12.5482965141725
1.80114285714286,-12.5425241810666
1.80128571428571,-12.5367454166874
1.80142857142857,-12.5309602161594
1.80157142857143,-12.5251685728354
1.80171428571429,-12.5193704783032
1.80185714285714,-12.5135659223949
1.802,-12.5077548931924
1.80214285714286,-12.501937377034
1.80228571428571,-12.4961133585209
1.80242857142857,-12.4902828205214
1.80257142857143,-12.4844457441763
1.80271428571429,-12.478602108903
1.80285714285714,-12.4727518923986
1.803,-12.4668950706433
1.80314285714286,-12.4610316179031
1.80328571428571,-12.4551615067312
1.80342857142857,-12.44928470797
1.80357142857143,-12.4434011907518
1.80371428571429,-12.4375109224988
1.80385714285714,-12.4316138689239
1.804,-12.4257099940288
1.80414285714286,-12.4197992601039
1.80428571428571,-12.4138816277257
1.80442857142857,-12.4079570557552
1.80457142857143,-12.4020255013347
1.80471428571429,-12.3960869198847
1.80485714285714,-12.3901412651
1.805,-12.3841884889451
1.80514285714286,-12.3782285416497
1.80528571428571,-12.3722613717031
1.80542857142857,-12.3662869258483
1.80557142857143,-12.3603051490752
1.80571428571429,-12.3543159846142
1.80585714285714,-12.348319373928
1.806,-12.3423152567038
1.80614285714286,-12.3363035708448
1.80628571428571,-12.3302842524608
1.80642857142857,-12.3242572358585
1.80657142857143,-12.3182224535313
1.80671428571429,-12.3121798361483
1.80685714285714,-12.3061293125433
1.807,-12.3000708097022
1.80714285714286,-12.2940042527513
1.80728571428571,-12.2879295649434
1.80742857142857,-12.2818466676446
1.80757142857143,-12.2757554803201
1.80771428571429,-12.2696559205189
1.80785714285714,-12.263547903859
1.808,-12.2574313440108
1.80814285714286,-12.2513061526808
1.80828571428571,-12.2451722395942
1.80842857142857,-12.2390295124773
1.80857142857143,-12.2328778770385
1.80871428571429,-12.2267172369495
1.80885714285714,-12.2205474938259
1.809,-12.2143685472059
1.80914285714286,-12.2081802945298
1.80928571428571,-12.2019826311183
1.80942857142857,-12.1957754501499
1.80957142857143,-12.1895586426378
1.80971428571429,-12.1833320974059
1.80985714285714,-12.177095701065
1.81,-12.1708493379866
1.81014285714286,-12.1645928902778
1.81028571428571,-12.158326237754
1.81042857142857,-12.1520492579118
1.81057142857143,-12.1457618259008
1.81071428571429,-12.1394638144942
1.81085714285714,-12.13315509406
1.811,-12.126835532529
1.81114285714286,-12.1205049953649
1.81128571428571,-12.1141633455311
1.81142857142857,-12.1078104434582
1.81157142857143,-12.1014461470097
1.81171428571429,-12.0950703114473
1.81185714285714,-12.0886827893959
1.812,-12.0822834308059
1.81214285714286,-12.0758720829167
1.81228571428571,-12.0694485902177
1.81242857142857,-12.0630127944093
1.81257142857143,-12.0565645343624
1.81271428571429,-12.050103646077
1.81285714285714,-12.0436299626398
1.813,-12.037143314181
1.81314285714286,-12.0306435278302
1.81328571428571,-12.0241304276699
1.81342857142857,-12.0176038346901
1.81357142857143,-12.0110635667397
1.81371428571429,-12.0045094384782
1.81385714285714,-11.9979412613257
1.814,-11.9913588434112
1.81414285714286,-11.9847619895208
1.81428571428571,-11.9781505010439
1.81442857142857,-11.9715241759183
1.81457142857143,-11.964882808574
1.81471428571429,-11.9582261898759
1.81485714285714,-11.951554107065
1.815,-11.944866343698
1.81514285714286,-11.938162679586
1.81528571428571,-11.9314428907314
1.81542857142857,-11.9247067492637
1.81557142857143,-11.9179540233729
1.81571428571429,-11.9111844772429
1.81585714285714,-11.9043978709822
1.816,-11.8975939605532
1.81614285714286,-11.8907724977001
1.81628571428571,-11.8839332298747
1.81642857142857,-11.8770759001618
1.81657142857143,-11.8702002472008
1.81671428571429,-11.8633060051076
1.81685714285714,-11.8563929033928
1.817,-11.8494606668799
1.81714285714286,-11.8425090156206
1.81728571428571,-11.8355376648072
1.81742857142857,-11.8285463246859
1.81757142857143,-11.8215347004647
1.81771428571429,-11.8145024922216
1.81785714285714,-11.80744939481
1.818,-11.8003750977613
1.81814285714286,-11.7932792851864
1.81828571428571,-11.7861616356741
1.81842857142857,-11.7790218221877
1.81857142857143,-11.7718595119586
1.81871428571429,-11.7646743663786
1.81885714285714,-11.757466040888
1.819,-11.7502341848634
1.81914285714286,-11.7429784415009
1.81928571428571,-11.7356984476976
1.81942857142857,-11.7283938339308
1.81957142857143,-11.7210642241329
1.81971428571429,-11.7137092355656
1.81985714285714,-11.7063284786895
1.82,-11.6989215570311
1.82014285714286,-11.6914880670475
1.82028571428571,-11.6840275979872
1.82042857142857,-11.6765397317484
1.82057142857143,-11.6690240427328
1.82071428571429,-11.6614800976984
1.82085714285714,-11.6539074556058
1.821,-11.6463056674643
1.82114285714286,-11.638674276172
1.82128571428571,-11.6310128163531
1.82142857142857,-11.6233208141922
1.82157142857143,-11.6155977872631
1.82171428571429,-11.607843244356
1.82185714285714,-11.6000566852989
1.822,-11.5922376007754
1.82214285714286,-11.5843854721389
1.82228571428571,-11.576499771222
1.82242857142857,-11.5685799601417
1.82257142857143,-11.5606254911007
1.82271428571429,-11.5526358061832
1.82285714285714,-11.5446103371466
1.823,-11.5365485052094
1.82314285714286,-11.528449720832
1.82328571428571,-11.5203133834952
1.82342857142857,-11.5121388814716
1.82357142857143,-11.503925591593
1.82371428571429,-11.495672879013
1.82385714285714,-11.4873800969619
1.824,-11.4790465864991
1.82414285714286,-11.4706716762583
1.82428571428571,-11.4622546821872
1.82442857142857,-11.4537949072813
1.82457142857143,-11.4452916413125
1.82471428571429,-11.4367441605507
1.82485714285714,-11.4281517274802
1.825,-11.4195135905094
1.82514285714286,-11.4108289836731
1.82528571428571,-11.4020971263311
1.82542857142857,-11.3933172228569
1.82557142857143,-11.3844884623223
1.82571428571429,-11.3756100181727
1.82585714285714,-11.3666810478987
1.826,-11.3577006926974
1.82614285714286,-11.3486680771279
1.82628571428571,-11.3395823087603
1.82642857142857,-11.3304424778159
1.82657142857143,-11.3212476568006
1.82671428571429,-11.3119969001309
1.82685714285714,-11.3026892437511
1.827,-11.2933237047451
1.82714285714286,-11.2838992809364
1.82728571428571,-11.2744149504845
1.82742857142857,-11.2648696714703
1.82757142857143,-11.2552623814743
1.82771428571429,-11.2455919971463
1.82785714285714,-11.2358574137678
1.828,-11.226057504805
1.82814285714286,-11.216191121454
1.82828571428571,-11.2062570921773
1.82842857142857,-11.1962542222324
1.82857142857143,-11.1861812931918
1.82871428571429,-11.1760370624546
1.82885714285714,-11.1658202627496
1.829,-11.1555296016306
1.82914285714286,-11.145163760963
1.82928571428571,-11.1347213964027
1.82942857142857,-11.1242011368668
1.82957142857143,-11.1136015839959
1.82971428571429,-11.1029213116098
1.82985714285714,-11.0921588651556
1.83,-11.0813127611461
1.83014285714286,-11.0703814865955
1.83028571428571,-11.0593634984449
1.83042857142857,-11.0482572229824
1.83057142857143,-11.037061055258
1.83071428571429,-11.025773358492
1.83085714285714,-11.0143924634794
1.831,-11.0029166679881
1.83114285714286,-10.9913442361558
1.83128571428571,-10.9796733978809
1.83142857142857,-10.9679023482132
1.83157142857143,-10.956029246742
1.83171428571429,-10.9440522169829
1.83185714285714,-10.9319693457671
1.832,-10.9197786826295
1.83214285714286,-10.9074782392002
1.83228571428571,-10.8950659886018
1.83242857142857,-10.8825398648493
1.83257142857143,-10.8698977622586
1.83271428571429,-10.8571375348627
1.83285714285714,-10.8442569958406
1.833,-10.8312539169543
1.83314285714286,-10.8181260280057
1.83328571428571,-10.8048710163071
1.83342857142857,-10.7914865261712
1.83357142857143,-10.777970158427
1.83371428571429,-10.7643194699567
1.83385714285714,-10.7505319732644
1.834,-10.7366051360754
1.83414285714286,-10.7225363809732
1.83428571428571,-10.7083230850739
1.83442857142857,-10.6939625797484
1.83457142857143,-10.6794521503904
1.83471428571429,-10.664789036243
1.83485714285714,-10.649970430281
1.835,-10.6349934791617
1.83514285714286,-10.6198552832474
1.83528571428571,-10.6045528967066
1.83542857142857,-10.5890833277035
1.83557142857143,-10.5734435386783
1.83571428571429,-10.5576304467339
1.83585714285714,-10.5416409241335
1.836,-10.5254717989193
1.83614285714286,-10.5091198556643
1.83628571428571,-10.4925818363669
1.83642857142857,-10.475854441502
1.83657142857143,-10.4589343312382
1.83671428571429,-10.44181812684
1.83685714285714,-10.4245024122629
1.837,-10.4069837359642
1.83714285714286,-10.3892586129402
1.83728571428571,-10.3713235270105
1.83742857142857,-10.3531749333685
1.83757142857143,-10.3348092614176
1.83771428571429,-10.3162229179127
1.83785714285714,-10.2974122904349
1.838,-10.2783737512171
1.83814285714286,-10.2591036613523
1.83828571428571,-10.2395983754067
1.83842857142857,-10.2198542464718
1.83857142857143,-10.1998676316801
1.83871428571429,-10.1796348982239
1.83885714285714,-10.1591524299033
1.839,-10.1384166342483
1.83914285714286,-10.1174239502458
1.83928571428571,-10.0961708567151
1.83942857142857,-10.0746538813736
1.83957142857143,-10.0528696106377
1.83971428571429,-10.0308147002046
1.83985714285714,-10.0084858864593
1.84,-9.98587999876794
1.84014285714286,-9.96299397269867
1.84028571428571,-9.93982486423268
1.84042857142857,-9.91636986501702
1.84057142857143,-9.89262631872385
1.84071428571429,-9.86859173856863
1.84085714285714,-9.84426382605835
1.841,-9.81964049102528
1.84114285714286,-9.79471987301615
1.84128571428571,-9.76950036410064
1.84142857142857,-9.74398063316231
1.84157142857143,-9.71815965174558
1.84171428571429,-9.69203672151287
1.84185714285714,-9.66561150338713
1.842,-9.63888404843462
1.84214285714286,-9.61185483055119
1.84228571428571,-9.58452478100691
1.84242857142857,-9.55689532490058
1.84257142857143,-9.5289684195693
1.84271428571429,-9.50074659499119
1.84285714285714,-9.47223299621029
1.843,-9.44343142780401
1.84314285714286,-9.41434640039502
1.84328571428571,-9.38498317920445
1.84342857142857,-9.35534783461763
1.84357142857143,-9.32544729471855
1.84371428571429,-9.29528939972753
1.84385714285714,-9.26488295824669
1.844,-9.23423780519977
1.84414285714286,-9.20336486130549
1.84428571428571,-9.1722761939074
1.84442857142857,-9.14098507892577
1.84457142857143,-9.10950606366978
1.84471428571429,-9.07785503019197
1.84485714285714,-9.04604925881628
1.845,-9.01410749142644
1.84514285714286,-8.98204999403001
1.84528571428571,-8.94989861805898
1.84542857142857,-8.91767685980159
1.84557142857143,-8.88540991728855
1.84571428571429,-8.85312474389336
1.84585714285714,-8.82085009782594
1.846,-8.78861658663119
1.84614285714286,-8.75645670573686
1.84628571428571,-8.72440487001463
1.84642857142857,-8.6924974372674
1.84657142857143,-8.66077272248036
1.84671428571429,-8.62927100164023
1.84685714285714,-8.59803450386792
1.847,-8.56710739059433
1.84714285714286,-8.53653572049459
1.84728571428571,-8.50636739889772
1.84742857142857,-8.47665211042545
1.84757142857143,-8.44744123365961
1.84771428571429,-8.4187877367288
1.84785714285714,-8.39074605280945
1.848,-8.36337193468827
1.84814285714286,-8.33672228771072
1.84828571428571,-8.31085498066351
1.84842857142857,-8.28582863438818
1.84857142857143,-8.26170238822001
1.84871428571429,-8.2385356446712
1.84885714285714,-8.2163877931353
1.849,-8.19531791378194
1.84914285714286,-8.17538446321416
1.84928571428571,-8.15664494388586
1.84942857142857,-8.13915555971156
1.84957142857143,-8.12297086071754
1.84971428571429,-8.10814338000064
1.84985714285714,-8.0947232666379
1.85,-8.08275791853428
1.852,-8.08518575859096
1.854,-8.39262404802487
1.856,-8.8695642418542
1.858,-9.3516632011521
1.86,-9.74940616178213
1.862,-10.0437891199105
1.864,-10.2482400201931
1.866,-10.3837150520061
1.868,-10.4689721886629
1.87,-10.5183611459812
1.872,-10.5422154349178
1.874,-10.547813029991
1.876,-10.5402574123964
1.878,-10.5231430725852
1.88,-10.4990239391528
1.882,-10.469734214017
1.884,-10.4366063847492
1.886,-10.4006196253097
1.888,-10.3625014980955
1.89,-10.3227983084154
1.892,-10.2819242935583
1.894,-10.2401963982336
1.896,-10.1978591357499
1.898,-10.1551025568694
1.9,-10.1120753751021
1.902,-10.068894651557
1.904,-10.0256530103585
1.906,-9.98242406362582
1.908,-9.93926652570568
1.91,-9.89622735892823
1.912,-9.85334419746108
1.914,-9.81064722854068
1.916,-9.76816066258717
1.918,-9.72590388948292
1.92,-9.68389239355831
1.922,-9.64213848179804
1.924,-9.60065186653264
1.926,-9.55944013407047
1.928,-9.51850912340572
1.93,-9.47786323364082
1.932,-9.43750567460226
1.934,-9.39743867196322
1.936,-9.35766363576063
1.938,-9.31818129932656
1.94,-9.27899183420465
1.942,-9.240094945495
1.944,-9.20148995118687
1.946,-9.16317584834312
1.948,-9.12515136845069
1.95,-9.08741502381414
1.952,-9.04996514652085
1.954,-9.01279992122723
1.956,-8.97591741279023
1.958,-8.93931558958744
1.96,-8.90299234322128
1.962,-8.8669455051838
1.964,-8.83117286096014
1.966,-8.79567216196921
1.968,-8.76044113567407
1.97,-8.72547749414008
1.972,-8.6907789412745
1.974,-8.65634317894341
1.976,-8.6221679121313
1.978,-8.58825085328256
1.98,-8.55458972594241
1.982,-8.52118226779684
1.984,-8.48802623319546
1.986,-8.45511939522835
1.988,-8.42245954741688
1.99,-8.39004450506872
1.992,-8.35787210633944
1.994,-8.32594021303563
1.996,-8.29424671118805
1.998,-8.26278951141803
2,-8.23156654911456
2.002,-8.20057578443492
2.004,-8.16981520213682
2.006,-8.13928281124509
2.008,-8.10897664455101
2.01,-8.0788947579368
2.012,-8.04903522951182
2.014,-8.0193961585398
2.016,-7.989975664128
2.018,-7.96077188363911
2.02,-7.93178297077404
2.022,-7.90300709325761
2.024,-7.87444243003932
2.026,-7.8460871678951
2.028,-7.81793949728251
2.03,-7.78999760725717
2.032,-7.7622596792004
2.034,-7.73472387902964
2.036,-7.70738834745907
2.038,-7.68025118773589
2.04,-7.65331045008422
2.042,-7.62656411182129
2.044,-7.60001005173902
2.046,-7.57364601682113
2.048,-7.54746957862338
2.05,-7.52147807557923
2.052,-7.49566853594491
2.054,-7.47003757382554
2.056,-7.44458124734281
2.058,-7.419294862913
2.06,-7.39417270183104
2.062,-7.36920763332683
2.064,-7.34439055937945
2.066,-7.31970960651351
2.068,-7.29514893125953
2.07,-7.27068692650193
2.072,-7.24629348428799
2.074,-7.2219257505105
2.076,-7.19752143727461
2.078,-7.1729881423397
2.08,-7.14818612507946
2.082,-7.12290048562719
2.084,-7.09679689100933
2.086,-7.06935458567421
2.088,-7.03977838006021
2.09,-7.00692948729729
2.092,-6.96943213201309
2.094,-6.9263335986715
2.096,-6.87867906931031
2.098,-6.83100292798827
2.1,-6.78967694143554
2.102,-6.75822222129601
2.104,-6.73563893141825
2.106,-6.71920221525275
2.108,-6.7069821980282
2.11,-6.69811853371973
2.112,-6.69201301130257
2.114,-6.68766241855958
2.116,-6.6836423026454
2.118,-6.67857493749482
2.12,-6.67156512682242
2.122,-6.66230031680269
2.124,-6.65089306600306
2.126,-6.63766701233921
2.128,-6.62300065537644
2.13,-6.60724546766506
2.132,-6.59069540446069
2.134,-6.57358315559615
2.136,-6.55608734626523
2.138,-6.53834268862851
2.14,-6.52044970306885
2.142,-6.50248289262307
2.144,-6.48449722002736
2.146,-6.46653308519397
2.148,-6.44862008631558
2.15,-6.43077983396922
2.152,-6.41302804385988
2.154,-6.39537608695626
2.156,-6.37783213466519
2.158,-6.36040200335058
2.16,-6.34308977644968
2.162,-6.32589826249517
2.164,-6.30882933227769
2.166,-6.29188416708933
2.168,-6.27506344158269
2.17,-6.25836745855378
2.172,-6.24179624836347
2.174,-6.22534964233234
2.176,-6.2090273269618
2.178,-6.19282888401506
2.18,-6.17675382015678
2.182,-6.16080158887365
2.184,-6.14497160668064
2.186,-6.12926326509246
2.188,-6.11367593945297
2.19,-6.09820899543167
2.192,-6.08286179378643
2.194,-6.06763369383806
2.196,-6.05252405598702
2.198,-6.03753224351898
2.2,-6.02265762388275
