Ex,Ey,Ez,U2,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost
-0.083641112,0.0346263765,0.023773899,-0.3,0.047844013056175916,0.008761381205978355,11642,557,102,6.72248649597168
-0.27988573,0.0235949563,0.0471796117,-0.24,0.0893047179851011,0.0008868393047179851,11276,1007,10,6.9353039264678955
-0.319246908,0.1812102922,-0.044781609,-0.3,0.0,0.000525279054497702,7615,0,4,6.7679243087768555
-0.251395422,-0.063658402,0.0238353164,-0.3,0.0,0.00045876820736322975,8719,0,4,6.7656097412109375
-0.061002624,0.0296837955,0.0106194372,-0.1,0.06231521491926313,0.0022742779167614284,13191,822,30,6.7917749881744385
-0.081786632,0.0900274262,0.0067144505,-0.1,0.1045045045045045,0.0029484029484029483,12210,1276,36,6.951936960220337
-0.110237907,-0.078239648,-0.050366075,-0.18,0.06703083047865939,0.011665586519766688,10801,724,126,6.7632598876953125
-0.179198699,0.1758565271,0.0257999669,-0.18,0.050391336978664096,0.0019298809906722419,9327,470,18,6.7883570194244385
-0.309604361,0.1886958359,-0.07575548,-0.13,0.007673238106480935,0.0012985479872506197,8471,65,11,6.868432521820068
-0.182711033,0.1805279968,-0.037096119,-0.13,0.061549989295654035,0.00149860843502462,9342,575,14,6.851646184921265
-0.146493958,0.1053025387,0.0458257712,-0.1,0.045848152157105304,0.003479202102984382,12934,593,45,6.818885326385498
0.0056306446,0.1830974561,-0.066613423,-0.18,0.00373238779509191,0.0032658393207054214,10717,40,35,6.788969039916992
-0.090335906,0.0288445748,0.0037252733,-0.24,0.08238473507493244,0.008680697731553517,12211,1006,106,6.933879852294922
-0.342538529,0.0444657208,-0.017858137,-0.3,0.0037335902685776226,0.0003613151872817054,8303,31,3,6.750419616699219
-0.024768751,0.0005193741,-0.058652222,-0.18,0.0699090488669647,0.012024048096192385,12974,907,156,6.902336120605469
-0.334029738,-0.027549501,0.0258384133,-0.24,0.027082922986015362,0.00039393342525113255,10154,275,4,6.803098678588867
-0.065326236,0.1025097957,0.0753681165,-0.1,0.07444225223857945,0.017301563211412962,13178,981,228,6.9617109298706055
-0.237275147,-0.028554257,0.0057400327,-0.13,0.05189048239895697,0.0016514558887440244,11505,597,19,6.847785234451294
-0.197124998,-0.009446612,0.0742538117,-0.13,0.031304612111541674,0.0045589240939138366,13161,412,60,6.853250741958618
-0.017503437,-0.036837627,-0.065838048,-0.13,0.027537437603993343,0.0060732113144758735,12020,331,73,6.816962957382202
0.0017208278,0.1573382841,-0.079571941,-0.13,0.031028798603704062,0.007563269659652865,10313,320,78,6.862244606018066
-0.082808302,0.06834742,-0.059922562,-0.13,0.034647959620155704,0.00504748053725725,11689,405,59,6.7978575229644775
-0.198556998,0.0875450706,-0.008735694,-0.18,0.17201904568939316,0.0023300577449093304,9871,1698,23,6.926851987838745
-0.317828767,-0.071863641,-0.025890032,-0.3,0.0,0.0005563591854901524,8987,0,5,6.775865793228149
0.0267236701,0.1736897291,-0.009305364,-0.18,0.009826814555360965,0.0043782837127845885,10278,101,45,6.838657379150391
-0.314958414,0.0882226293,-0.031045326,-0.18,0.06321036889332005,0.0009970089730807576,10030,634,10,7.031969308853149
-0.311478647,0.1505201015,-0.069948303,-0.1,0.010364289379168804,0.001128783991790662,9745,101,11,7.0849244594573975
-0.056876483,-0.003016125,-0.022477928,-0.3,0.02814463976682758,0.010474542308042626,10979,309,115,6.96010160446167
-0.266035366,-0.001761104,0.0115903956,-0.3,0.04573467401881284,0.0009730781706130393,9249,423,9,7.036207437515259
-0.184169164,0.0578319441,0.0157519136,-0.13,0.10763239875389408,0.0022585669781931463,12840,1382,29,6.957115650177002
-0.044117472,0.0351908988,-0.004972312,-0.3,0.012013729977116704,0.011033017325923504,12236,147,135,6.911946058273315
-0.080164014,-0.055025509,0.0719939843,-0.13,0.06916157501697216,0.011031907671418872,11784,815,130,6.973809003829956
0.0030340195,0.1870766291,0.033821073,-0.18,0.005557648831951771,0.0032969103240391862,10616,59,35,6.901600360870361
-0.210134922,0.1251773354,0.0682075818,-0.13,0.05667227486053308,0.0021252103072699905,11293,640,24,6.852742671966553
-0.013528381,0.0974847036,-0.055719839,-0.24,0.04176223241590214,0.01595948012232416,10464,437,167,6.846987009048462
-0.029833147,0.1581034546,0.0353515073,-0.13,0.0703125,0.008746603260869566,11776,828,103,7.027209997177124
-0.191960319,0.1627988382,-0.016657441,-0.3,0.0020224719101123597,0.0005617977528089888,8900,18,5,6.7230024337768555
-0.298230235,0.1525371665,-0.030833731,-0.1,0.016942148760330577,0.002066115702479339,9680,164,20,6.830990791320801
-0.073781055,0.0082145223,-0.009215708,-0.1,0.027989252127183162,0.0017913121361397223,13398,375,24,6.834234237670898
-0.310166318,0.0668198176,0.0013552321,-0.18,0.10714662725641297,0.000950068616066716,9473,1015,9,6.937780141830444
-0.339513078,-0.004521266,-0.041317975,-0.3,0.00012186205215695832,0.00012186205215695832,8206,1,1,6.729830026626587
-0.268415626,0.0599380842,-0.00409979,-0.1,0.02098808084297806,0.0019865261703230263,11578,243,23,6.798240423202515
-0.107227258,0.0630209728,-0.015083492,-0.3,0.0582891748675246,0.015613171839515518,10568,616,165,6.8058249950408936
-0.313097423,-0.083463961,0.0530891204,-0.3,0.0,0.0005569169079973268,8978,0,5,6.827948808670044
0.0280385581,0.1813228616,0.0587072501,-0.3,0.00010083694665725522,0.0003025108399717657,9917,1,3,6.752537965774536
-0.174358205,-0.089201127,-0.042684139,-0.1,0.012950506977211123,0.0021082220660576245,9961,129,21,6.728660345077515
-0.277923678,0.1660717091,0.0267275483,-0.1,0.012831561811739922,0.001053337163650292,10443,134,11,6.806499242782593
-0.16668877,0.1193319343,-0.042303961,-0.13,0.056251262371238134,0.00414057766107857,9902,557,41,6.924509048461914
0.036963568,-0.010941246,0.0199247648,-0.1,0.07332191501508849,0.00619851561862817,12261,899,76,6.928570508956909
-0.016970601,0.1595259128,0.0121765786,-0.18,0.028904717662847114,0.006297099205120264,9687,280,61,6.83864951133728
0.0236371662,0.1442836032,-0.035093233,-0.18,0.019461934745277618,0.008490746040831902,10482,204,89,6.790833950042725
-0.070198373,-0.08774754,-0.035229246,-0.3,0.0,0.000183452577508714,10902,0,2,6.9666383266448975
-0.267238381,-0.031797132,-0.059622838,-0.3,0.0018310546875,0.000732421875,8192,15,6,6.895473003387451
-0.292009633,-0.030854373,0.0771332748,-0.3,0.000657102179388895,0.0005475851494907458,9131,6,5,7.028884410858154
-0.232364778,-0.064113823,-0.053490204,-0.18,0.05169137210186241,0.0012352717597871531,10524,544,13,7.008030652999878
-0.180488688,0.0450484153,-0.031993144,-0.24,0.1267471712465532,0.011885518684035371,10517,1333,125,6.9070820808410645
-0.320441623,0.170877623,0.0341332166,-0.24,0.0,0.0003241841365895829,9254,0,3,6.900404691696167
-0.231845582,0.0487267343,-0.06762802,-0.13,0.022936642225982327,0.0028200789622109417,10638,244,30,6.888244152069092
-0.111370627,-0.014880147,0.0134736863,-0.24,0.08144469525959368,0.008487584650112867,11075,902,94,6.931322813034058
-0.182167832,0.1312400182,-0.078054033,-0.18,0.10081112398609501,0.0021243723445345695,10356,1044,22,6.942573070526123
-0.138061352,-0.056040228,-0.000994313,-0.1,0.03690605730866884,0.002176278563656148,11028,407,24,7.235892295837402
-0.256156316,0.0940663586,-0.028059166,-0.3,0.01647546985599219,0.000732243104710764,8194,135,6,6.760339736938477
-0.290151228,0.0165189219,0.0629715495,-0.1,0.004721105088302151,0.001806842688115638,17157,81,31,8.339412689208984
-0.065041168,-0.092420898,0.0140164017,-0.18,0.06169358284200632,0.01392805263607622,11703,722,163,7.143995046615601
-0.000511536,0.0697849299,0.0533658975,-0.24,0.045553822152886114,0.014508580343213728,12820,584,186,7.106771230697632
-0.079072551,-0.094770371,0.063882307,-0.18,0.05079025353967731,0.015887388870595983,12148,617,193,6.9193010330200195
-0.153966479,0.1502926288,0.0688634618,-0.1,0.042387608613524745,0.013751416698148848,13235,561,182,6.919970512390137
-0.22683869,0.1943237588,0.0226778066,-0.24,0.0042630288820206756,0.0007460300543536182,9383,40,7,6.826833963394165
-0.300255173,-0.075946309,0.0759463184,-0.24,0.001597594211070388,0.00046988065031482005,10641,17,5,6.876001834869385
-0.087987155,0.0255980796,-0.032641997,-0.18,0.0919069336012986,0.010898971940944578,12937,1189,141,6.975765705108643
-0.106248068,0.0798899719,-0.054104178,-0.3,0.050770811921891056,0.015621788283658787,9730,494,152,6.98948073387146
-0.02042677,-0.097422184,-0.037968087,-0.13,0.02895752895752896,0.011079402383750209,11914,345,132,6.86289119720459
-0.271106822,0.1838725522,-0.048669594,-0.13,0.011265255032856993,0.0007301554187962866,9587,108,7,6.978404760360718
-0.053899224,-0.090291136,-0.002563353,-0.3,0.0,0.00024610336341263333,12190,0,3,6.775446176528931
-0.315775282,0.1040604094,0.029361049,-0.18,0.08841917237272998,0.001290066488042076,10077,891,13,6.9499664306640625
-0.060532046,0.182474276,-0.07896875,-0.24,0.001224889759921607,0.0011024007839294464,8164,10,9,6.841192722320557
-0.286873642,0.1773910126,0.0187369074,-0.18,0.016925549009105516,0.0006427423674343867,9335,158,6,6.838865756988525
-0.089996034,0.1835825677,-0.042396917,-0.24,0.007817347065392728,0.0032262067254001736,8059,63,26,6.94390869140625
-0.18991596,0.1658571042,0.0492639384,-0.13,0.06716122650840751,0.002472799208704253,10110,679,25,6.87189793586731
-0.346217015,-0.099910419,0.0066386217,-0.24,0.0,0.00045589240939138365,8774,0,4,6.819392919540405
-0.32806916,0.0863246651,0.0314988613,-0.3,0.00011436413540713633,0.0006861848124428179,8744,1,6,6.772854804992676
-0.04860049,-0.098175011,-0.017563811,-0.18,0.045934379457917264,0.011222063718497384,10515,483,118,6.932333946228027
-0.008498393,-0.006861022,0.0256857749,-0.18,0.06775862068965517,0.008620689655172414,11600,786,100,6.895518779754639
-0.138569352,0.1547358582,-0.009944271,-0.18,0.08869798058685707,0.006136338279593886,8963,795,55,6.846822261810303
-0.254223498,0.0393678781,0.0545195567,-0.3,0.048,0.0012222222222222222,9000,432,11,6.894042491912842
-0.15790893,0.0607212061,-0.06979239,-0.3,0.089520624303233,0.017279821627647716,8970,803,155,6.96315598487854
-0.19789265,-0.053492937,-0.04964829,-0.3,0.0025833435846967646,0.0003690490835281092,8129,21,3,6.827497720718384
-0.19823061,0.1590298881,0.0592297795,-0.24,0.02749948885708444,0.0007156000817828664,9782,269,7,6.827388048171997
-0.080527413,0.100789151,0.0322122301,-0.13,0.13349867442059352,0.011545369024202515,11693,1561,135,6.941735744476318
-0.323225988,0.1548534038,0.0499577067,-0.18,0.02721549636803874,0.0010653753026634383,10325,281,11,6.973873615264893
-0.25745984,0.1351872357,0.0794978309,-0.18,0.04678848283499446,0.0007382798080472499,10836,507,8,6.924837112426758
-0.24404395,0.0267629998,-0.035179343,-0.1,0.016827539079183395,0.002818826343213462,11707,197,33,6.9385600090026855
-0.24685389,0.0117899443,-0.022519034,-0.18,0.09090158520475561,0.0021466314398943197,12112,1101,26,6.989068269729614
-0.243101167,0.1807723201,0.0009242588,-0.18,0.021755683672359406,0.0010877841836179703,9193,200,10,6.955798387527466
-0.084668817,0.0061862176,-0.054542022,-0.18,0.08718932310397187,0.010708862782705986,12513,1091,134,7.17864727973938
-0.254932868,-0.040619799,0.0728414278,-0.3,0.0003482298316889147,0.0003482298316889147,8615,3,3,7.100632190704346
-0.226966995,0.0026913627,-0.055111693,-0.3,0.07520721599219893,0.0012189176011701609,8204,617,10,7.1457438468933105
-0.169668004,-0.077251559,-0.017071269,-0.1,0.01872621670338474,0.0022030843180452634,9986,187,22,7.12670636177063
-0.232416709,0.0823352983,0.0429131562,-0.1,0.00927766732935719,0.0019880715705765406,12072,112,24,7.151188611984253
-0.318527905,0.13344846,-0.063142015,-0.18,0.042134831460674156,0.000756266205704408,9256,390,7,7.343989372253418
-0.139926162,-0.084393691,-0.046999723,-0.13,0.03186792090612402,0.0036475331157611824,10418,332,38,7.1947691440582275
0.0390424206,-0.064678115,-0.048116396,-0.13,0.022661055357720946,0.009630948527031401,12356,280,119,7.515409708023071
-0.011151201,0.0920352203,0.0592761984,-0.1,0.07388065432762461,0.015129406343598802,13021,962,197,7.107014417648315
-0.229490861,0.0213313485,-0.000879734,-0.3,0.07510308266247791,0.0009817396426467701,10186,765,10,7.116320848464966
-0.343268971,0.1127827474,0.0242792466,-0.1,0.007746992344148742,0.0014582573824279985,10972,85,16,7.0988242626190186
0.0464713745,-0.096406246,0.0399908933,-0.18,0.018616581168293893,0.008025814992553367,12086,225,97,6.884950637817383
-0.33773617,0.1475859377,-0.026424073,-0.3,0.0,0.00012385434728758978,8074,0,1,6.874842643737793
-0.265287943,0.0643885593,-0.077044039,-0.18,0.03391232423490488,0.0005169561621174524,9672,328,5,6.787527322769165
-0.331017298,0.0029197799,0.0662908704,-0.24,0.0595049504950495,0.0007920792079207921,10100,601,8,7.028759717941284
-0.135299514,-0.067278131,-0.07883073,-0.1,0.003828715365239295,0.002619647355163728,9925,38,26,6.8426432609558105
-0.302592557,0.0057272485,-0.038268775,-0.1,0.013792473511143587,0.0016441359152356595,10948,151,18,6.9971208572387695
-0.153493128,-0.061707922,-0.031090731,-0.24,0.07778264680105171,0.008216476774758983,9128,710,75,6.93207049369812
-0.095076173,0.0188745158,-0.051908814,-0.3,0.05623022757424227,0.012042045106643536,9799,551,118,7.013076543807983
-0.045589777,0.1499810109,-0.049107482,-0.18,0.04794655138534093,0.006681076832383572,10178,488,68,6.817099094390869
-0.102153355,-0.046006814,0.0212078662,-0.18,0.09540962408792833,0.0123764662418029,10827,1033,134,6.916049480438232
-0.333295519,0.023700859,-0.046812794,-0.18,0.025398230088495576,0.0006194690265486725,11300,287,7,6.860881567001343
0.0279326845,0.0464018467,-0.038513516,-0.13,0.06032038016402238,0.00942745458726144,13047,787,123,6.929997205734253
-0.016287275,0.0310252667,-0.041221063,-0.18,0.06477144241641092,0.011629785172023906,12382,802,144,6.924131155014038
-0.113606865,0.1035713424,-0.075496628,-0.1,0.015916112723527758,0.003557719314670911,10681,170,38,6.902270793914795
-0.135784923,0.0324016218,-0.039547983,-0.24,0.10111071932299012,0.010490126939351198,11344,1147,119,6.860971927642822
-0.164534533,-0.019813642,0.0351614187,-0.13,0.06652046783625731,0.0033300844704353474,12312,819,41,7.006442546844482
-0.025750003,0.0508256036,-0.0646203,-0.3,0.00029242616239399553,0.0011697046495759821,10259,3,12,6.884190559387207
-0.338063906,0.126206789,0.0092382223,-0.1,0.018128368446839783,0.0012738853503184713,10205,185,13,6.862193584442139
-0.20614064,0.1136743119,0.0573848755,-0.3,0.023968607487538447,0.0003181673560292714,9429,226,3,6.967430830001831
-0.311261316,-0.066314185,0.0343994988,-0.18,0.029411764705882353,0.000656024491581019,9146,269,6,6.836675405502319
-0.194618687,0.0757583353,0.0265525809,-0.1,0.02695616550594019,0.0016386726751331422,12205,329,20,6.946522235870361
-0.016150712,0.1504730925,0.0635528877,-0.3,9.349289454001496e-05,0.00037397157816005983,10696,1,4,6.894503831863403
-0.299628851,0.1787418172,-0.060167124,-0.1,0.013381478334749362,0.000637213254035684,9416,126,6,6.891201019287109
-0.049477274,0.0070146426,0.0160968633,-0.18,0.08964279610323021,0.009485558024269355,11702,1049,111,6.98616886138916
0.012574572,-0.009699549,-0.064971856,-0.1,0.00938880706921944,0.002853460972017673,10864,102,31,6.797243118286133
-0.021359902,0.0358563875,-0.011000608,-0.1,0.04742834707499018,0.002591283863368669,12735,604,33,6.924998044967651
-0.234632087,0.1366142843,-0.031119492,-0.3,0.002212677339580893,0.00013015749056358194,7683,17,1,6.8122947216033936
0.0092104757,0.1587618526,-0.01933342,-0.1,0.05924212773527842,0.0057818893435331795,11242,666,65,6.917994260787964
-0.017743195,0.0772006232,0.0413256717,-0.18,0.08871038155941674,0.016764166593905526,11453,1016,192,6.982771396636963
0.0155738247,0.1495711091,0.0094855102,-0.24,0.0,0.0010359766434356753,10618,0,11,6.81022310256958
-0.032731184,0.1987624785,0.0578145144,-0.3,0.0,0.0005433601391001956,9202,0,5,6.945478439331055
-0.12007388,0.1226483845,0.0079600134,-0.18,0.12255406797116375,0.014624098867147271,9710,1190,142,6.895385265350342
0.0165101813,0.0037058622,-0.02827452,-0.18,0.06178197600204238,0.012424474512807421,11751,726,146,6.972205877304077
-0.184336639,-0.000554609,-0.068217886,-0.24,0.10689761197089269,0.012196371835605206,9757,1043,119,6.929575681686401
-0.049992956,0.1301850176,-0.013393774,-0.18,0.07506246876561719,0.011494252873563218,10005,751,115,6.977954626083374
-0.102773476,0.0715674166,0.0274704682,-0.13,0.14645613412578729,0.00913687572074869,11273,1651,103,6.949918746948242
-0.036085326,0.0986773938,0.0520653911,-0.18,0.08618683510638298,0.01587433510638298,12032,1037,191,6.9726722240448
-0.037123418,-0.068845749,0.0086213729,-0.18,0.06282524363705176,0.012016274008893935,10569,664,127,6.843200206756592
-0.017313493,0.1731046405,0.0551725447,-0.24,0.0005121376626037079,0.0006145651951244494,9763,5,6,6.936229228973389
0.0077230367,0.0232165964,0.0210536396,-0.1,0.07608283395281802,0.005309868770386104,13183,1003,70,6.977125883102417
-0.189267913,0.1486343827,-0.060587816,-0.1,0.018506700701978303,0.0029780897681344395,9402,174,28,6.88810396194458
-0.015102395,0.1951934982,-0.058384137,-0.1,0.022314787265694733,0.005752256272934643,10083,225,58,6.9885876178741455
-0.24083593,-0.093318742,0.0775951723,-0.13,0.014529999011564694,0.0015814964910546604,10117,147,16,6.785788297653198
0.0067246305,-0.077777357,0.0624481214,-0.3,0.00017879492222420883,0.001072769533345253,11186,2,12,6.851560115814209
-0.27406459,-0.0084868,-0.025226947,-0.1,0.014863980555295878,0.002150135552023932,10697,159,23,6.916402578353882
-0.082594224,-0.012784486,0.0167070156,-0.13,0.08972480052108778,0.0033382185311838465,12282,1102,41,7.040258407592773
-0.302811111,-0.090954682,0.0446279041,-0.13,0.007341611529049216,0.0009063717937097798,11033,81,10,6.923269510269165
-0.116135963,-0.086884509,0.0163285716,-0.24,0.045504587155963304,0.012844036697247707,10900,496,140,6.937620639801025
0.0476332357,0.164813485,0.0666319633,-0.13,0.02232250785720042,0.005963413651382061,12409,277,74,6.944648742675781
-0.074114569,0.0643289144,-0.025147104,-0.1,0.025266611977030354,0.0029532403609515995,12190,308,36,6.917909860610962
-0.24344425,0.0786314419,-0.078361793,-0.13,0.020733804700936366,0.0021975922033250525,10466,217,23,6.895846128463745
-0.163718414,-0.075091147,0.0230684446,-0.18,0.09977849375755135,0.006141763995167137,9932,991,61,6.910482883453369
-0.078375399,0.0933361903,0.0729199852,-0.3,0.015847347994825355,0.007357697283311772,12368,196,91,6.920306205749512
-0.24573097,0.0766556013,0.0119000694,-0.18,0.1547324216646926,0.0013998061806826747,9287,1437,13,7.085543394088745
-0.281783139,0.0889269114,0.0241436511,-0.24,0.07249149659863946,0.0009566326530612245,9408,682,9,6.908448696136475
0.0253930728,0.0520677678,0.0575606157,-0.18,0.05780893124360085,0.013152713239347878,12697,734,167,6.979781150817871
-0.040357752,0.0164151684,-0.06873256,-0.24,0.04182759470786424,0.014216451639411619,12169,509,173,6.927112340927124
-0.127658262,0.1962308018,0.050768334,-0.1,0.03089300080450523,0.004907481898632341,12430,384,61,7.037859916687012
-0.272462774,0.095209231,-0.053819625,-0.24,0.08628205128205128,0.0003846153846153846,7800,673,3,6.904969930648804
-0.073139323,-0.002475482,0.0405238335,-0.3,0.04486277269528501,0.010907811400422239,11368,510,124,6.978844165802002
-0.345160853,0.0919671415,-0.006887399,-0.18,0.052296157450796625,0.0006560449859418932,10670,558,7,6.8182103633880615
-0.248545364,0.1586804095,0.0300816841,-0.3,0.0,0.0006031969438021514,9947,0,6,6.963379621505737
-0.23560602,0.1822207539,-0.054817937,-0.1,0.015009912206173889,0.0017936373076559993,10593,159,19,6.993061304092407
0.0445290405,-0.045801815,-0.039675751,-0.24,0.0012401818933443572,0.0023976849937990905,12095,15,29,6.937175989151001
-0.314373152,-0.027932346,-0.071245333,-0.3,0.0,0.0004968944099378882,8050,0,4,6.975678205490112
-0.220584377,0.0090754683,-0.028630131,-0.1,0.015071411662589757,0.002288329519450801,12673,191,29,6.926362752914429
-0.276900414,0.1762904748,-0.0740378,-0.24,0.0003546099290780142,0.0007092198581560284,8460,3,6,6.887948274612427
-0.331449107,0.1019760793,-0.02293998,-0.24,0.03307349665924276,0.0011135857461024498,8980,297,10,6.877071380615234
-0.119496925,0.1815083661,-0.072469083,-0.13,0.040048057669203045,0.0045054064877853425,9988,400,45,6.964086532592773
-0.042099697,0.0276915695,-0.021110194,-0.24,0.056056855386089594,0.013255609678192127,12523,702,166,7.02391242980957
0.0341247442,-0.099754781,0.0259189842,-0.3,8.594757198109153e-05,0.0003437902879243661,11635,1,4,6.955353498458862
0.0123939699,0.1357466293,0.0238853221,-0.24,0.0013825282986261126,0.0012961202799619805,11573,16,15,6.922826528549194
-0.283872272,0.1511825321,-4.6905e-05,-0.13,0.07538559824769554,0.00045632928721365336,10957,826,5,7.0603766441345215
-0.220816822,0.1583081946,-0.07455304,-0.3,0.00040096230954290296,0.0006682705159048383,7482,3,5,6.84895920753479
-0.130041896,0.0302645499,0.0306367654,-0.3,0.06675703151474077,0.012368688580142324,11804,788,146,6.899857997894287
0.0349204598,0.009182142,-0.07491511,-0.24,0.01753389073788457,0.011445734231674649,12319,216,141,6.933687925338745
0.0096326393,0.1797806036,0.039845711,-0.1,0.03459762283291695,0.005753652812476342,13209,457,76,7.030895233154297
-0.335043862,0.0189642269,0.0455841271,-0.1,0.005435469599292125,0.0015800783718872456,15822,86,25,7.143644332885742
-0.343722132,0.0123797768,0.0390238467,-0.3,0.002852916314454776,0.0008453085376162299,9464,27,8,6.901439428329468
-0.00782441,0.1944589921,0.0651275359,-0.24,9.44911650760654e-05,0.0003779646603042616,10583,1,4,6.848652601242065
-0.012607758,0.0379036948,0.0273632631,-0.24,0.046489904433426744,0.011568585183588416,13917,647,161,7.049339056015015
-0.202913225,0.1936677884,0.0731525774,-0.13,0.011691209281570728,0.00178491744756805,11205,131,20,6.868488073348999
-0.151439279,-0.032002342,0.0031120244,-0.3,0.053579550623123806,0.010643136541435458,10993,589,117,6.87062668800354
-0.167295326,0.0135170997,-0.05056331,-0.3,0.08126971985849507,0.012238263696338082,10459,850,128,6.941808223724365
-0.273848224,0.1965352209,0.0170092812,-0.3,0.0,0.0004861448711716091,8228,0,4,6.9109508991241455
-0.006640214,-0.043811677,-0.076937823,-0.3,9.620935154897056e-05,0.0010583028670386762,10394,1,11,6.906451463699341
-0.14990239,0.1374867573,0.0722679664,-0.18,0.10430779920097273,0.008858780614903595,11514,1201,102,7.032259225845337
-0.093631762,0.0739329842,-0.027905271,-0.13,0.08745874587458746,0.006188118811881188,12120,1060,75,7.030223369598389
-0.301606072,-0.031408792,-0.012204462,-0.18,0.050594657828036654,0.0009748488984207448,10258,519,10,6.840430498123169
-0.129317265,0.1430063223,-0.053434913,-0.18,0.08634693482885322,0.007928833881260878,10342,893,82,6.93492579460144
-0.306652624,-0.030443299,-0.054771781,-0.1,0.008658008658008658,0.0018693427784336875,10164,88,19,6.947341203689575
-0.250930283,-0.021597043,0.0085513727,-0.18,0.10397946084724005,0.0017774266811494026,10127,1053,18,7.088777303695679
-0.133021855,0.1714983756,0.044923212,-0.3,0.003688146706280094,0.0013318307550455896,9761,36,13,6.884751796722412
-0.094314505,-0.019944123,-0.058327379,-0.1,0.012879484820607176,0.0028518859245630175,10870,140,31,6.899864673614502
-0.328463492,0.1724363028,-0.018848558,-0.1,0.011790789075884309,0.0008062078000604656,9923,117,8,6.855445384979248
-0.188637172,0.0549100885,-0.036222271,-0.1,0.01971494409831868,0.0026457284287786974,11717,231,31,6.946792364120483
-0.229868616,-0.034582045,-0.048934922,-0.13,0.016725009723842863,0.002333722287047841,10284,172,24,6.909891605377197
-0.014847356,-0.059660572,0.0746776958,-0.13,0.052317146027140056,0.008619953913117692,11717,613,101,6.981831073760986
-0.344700111,-0.064974522,0.0309042569,-0.1,0.007590818724019519,0.001355503343574914,11066,84,15,6.909318208694458
-0.136482271,-0.052035049,-0.019736354,-0.24,0.08247319370678424,0.016735143801984168,9979,823,167,6.9958741664886475
-0.300001585,0.083632887,-0.000367537,-0.3,0.00355998576005696,0.000355998576005696,8427,30,3,6.690709590911865
-0.201113173,0.0156051758,0.0220435304,-0.13,0.05557874234835838,0.0020172509738452978,14376,799,29,7.068638801574707
-0.15723998,-0.025900639,-0.040303748,-0.13,0.029454152404972078,0.003422806701495226,11102,327,38,6.954020261764526
-0.225225722,-0.020054915,-0.030556324,-0.18,0.09450383123640148,0.0018919685933213508,10571,999,20,7.051676273345947
-0.266198981,0.1197375787,-0.024894349,-0.3,0.00047522870381371034,0.00023761435190685517,8417,4,2,6.896684408187866
-0.322001267,-0.074303864,0.0676041921,-0.18,0.006169909824394874,0.000664451827242525,10535,65,7,6.862685680389404
-0.33526597,0.1870539803,-0.06795408,-0.18,0.0034463590883824346,0.00033351862145636465,8995,31,3,6.796556711196899
-0.001697882,0.0307135788,0.0572107085,-0.1,0.062282346638092685,0.007500669702652022,14932,930,112,7.162674427032471
-0.112181766,0.1158476387,0.0612177464,-0.18,0.11183641368462446,0.013055446323240268,12715,1422,166,6.978369474411011
-0.293897068,0.1092113831,-0.079709116,-0.3,0.00012903225806451613,0.0006451612903225806,7750,1,5,6.845148801803589
-0.067948357,-0.05368774,-0.021603771,-0.1,0.021809895833333332,0.00244140625,12288,268,30,7.02625298500061
-0.26123213,0.0521133859,-0.005943472,-0.3,0.04516765285996055,0.0009861932938856016,10140,458,10,6.916919946670532
-0.177932812,0.0813857301,0.0605975522,-0.13,0.0896663577386469,0.006333024405313562,12948,1161,82,7.07845664024353
-0.252676682,0.1413936835,0.0704713426,-0.24,0.019701944935589796,0.0009261598046644776,11877,234,11,6.944208145141602
-0.14671947,0.1252649435,-0.021309383,-0.24,0.08612487611496532,0.007433102081268583,10090,869,75,7.077321529388428
-0.281879849,-0.059869986,-0.001477198,-0.3,0.0,0.0006031363088057901,9948,0,6,6.921501398086548
-0.33593498,0.1207707951,0.0673464366,-0.18,0.018937644341801386,0.0011085450346420324,10825,205,12,6.9697206020355225
-0.308157453,-0.036231784,0.0657624908,-0.13,0.004727921498661909,0.001962533452274755,11210,53,22,6.911399602890015
-0.309352536,0.1341242228,0.0640140585,-0.24,0.011312425273613537,0.0006437965602869493,10873,123,7,6.994926691055298
-0.206329654,-0.012122751,0.005433807,-0.3,0.06523070641077991,0.0010208248264597796,9796,639,10,7.002337694168091
-0.011282501,-0.065462483,0.0337289478,-0.24,0.019160805238903712,0.011318619128466326,12369,237,140,6.970926761627197
-0.103382802,0.1880394533,-0.026004127,-0.1,0.053428730719197175,0.0039026203307935326,10762,575,42,6.990163803100586
-0.269289469,0.1817623562,0.0360699491,-0.24,0.0009012617664730623,0.0004005607850991388,9986,9,4,7.064252853393555
-0.123829237,0.0405100424,-0.079507442,-0.13,0.024805162155367468,0.004441464845386742,11933,296,53,6.901141881942749
-0.147887311,0.0461194433,-0.00946284,-0.3,0.07447935051182492,0.014560536533709848,11332,844,165,6.981092929840088
0.049095532,0.0810508361,-0.067192123,-0.1,0.012703056432365849,0.0036954345985064285,12989,165,48,6.959787368774414
-0.167753992,0.1831762944,0.0559701323,-0.3,0.0008764241893076249,0.00038952186191449994,10269,9,4,7.020842790603638
-0.166635709,-0.058900357,-0.00768315,-0.24,0.07876947193102772,0.004604683060644656,10207,804,47,7.023223638534546
-0.149531242,-0.061103281,0.0696258551,-0.1,0.016601637212149033,0.00397827251166705,13071,217,52,6.9831602573394775
