RF_amplitude,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,act_RF_amplitude
3,47,0.17596750053453067,0.0014966859097712208,9354,1646,14,5.239374160766602,11.613
4,114,0.1839221824686941,0.0017889087656529517,8944,1645,16,5.087652921676636,11.984
3,15,0.1827028209053138,0.0016400612289525476,9146,1671,15,5.166101932525635,11.614
4,67,0.14037594811476312,0.00494668572056722,9097,1277,45,5.189965009689331,11.986
4,106,0.1464982269503546,0.003989361702127659,9024,1322,36,5.159787893295288,11.982
4,80,0.185748952128833,0.002316346790205162,9066,1684,21,5.134904146194458,11.972
4,4,0.18933420937363118,0.0014235654840122646,9132,1729,13,5.168969631195068,11.974
2,55,0.12967424321776475,0.0021996438671834082,9547,1238,21,5.058268070220947,11.172
2,51,0.14814429774404825,0.0018712963925563988,9619,1425,18,5.142445802688599,11.177
3,55,0.17496737712048716,0.002174858634188778,9196,1609,20,5.131048202514648,11.625
3,70,0.1508071367884452,0.003292268479184367,9416,1420,31,5.120707750320435,11.617
4,118,0.1700218818380744,0.0033916849015317285,9140,1554,31,5.174123525619507,11.984
3,68,0.09348716842786284,0.007332326935518654,9274,867,68,5.22163462638855,11.614
3,50,0.1714006938421509,0.002385082393755421,9224,1581,22,5.160874366760254,11.614
2,59,0.10249277843158233,0.0033165721621910772,9347,958,31,5.086363077163696,11.172
2,49,0.14181779839730072,0.001054407423028258,9484,1345,10,5.182806015014648,11.183
3,116,0.15859694426511728,0.0024747148698084785,9294,1474,23,5.10048246383667,11.628
4,13,0.19707361682670324,0.0024005486968449933,8748,1724,21,5.1451497077941895,11.989
2,22,0.14578708108679564,0.0022201078338090706,9459,1379,21,5.113137722015381,11.165
4,74,0.15592220279720279,0.004916958041958042,9152,1427,45,5.143386125564575,11.978
3,41,0.1645720476706392,0.002058504875406284,9230,1519,19,5.080798864364624,11.61
4,37,0.1755935946990613,0.002319160684704583,9055,1590,21,5.187562942504883,11.977
3,72,0.16175195143104942,0.0031439722463139637,9224,1492,29,5.0929343700408936,11.606
4,54,0.18313985027666269,0.001952913095367256,9217,1688,18,5.281708478927612,11.973
4,18,0.2007069479730476,0.00187783055340771,9053,1817,17,5.157185792922974,11.97
4,69,0.06786492374727669,0.015577342047930284,9180,623,143,5.075469732284546,11.97
3,30,0.15592853275582025,0.0033567948023822416,9235,1440,31,5.183483839035034,11.602
3,11,0.17280730355396154,0.0020649929355504837,9201,1590,19,5.221020221710205,11.607
3,32,0.14899401848830887,0.0028276237085372484,9195,1370,26,5.1172871589660645,11.614
2,100,0.143125,0.0017708333333333332,9600,1374,17,5.317140340805054,11.165
2,88,0.14981833725154947,0.0022440692455652916,9358,1402,21,5.162964105606079,11.169
4,91,0.1868278079609713,0.0023284177846767933,9019,1685,21,5.276901960372925,11.983
3,95,0.1773776148371792,0.0022643950830278196,9274,1645,21,5.432885646820068,11.608
3,2,0.1809246057463815,0.0020522791099589544,9258,1675,19,5.159216642379761,11.608
4,120,0.17102504689396447,0.0033101621979476996,9063,1550,30,5.189069986343384,11.983
2,21,0.14085093103089566,0.0022885675647560597,9613,1354,22,5.306879043579102,11.163
3,69,0.1473262610954752,0.0022732193115392943,9238,1361,21,5.135567903518677,11.616
2,72,0.14982876712328766,0.0010702054794520547,9344,1400,10,5.199615955352783,11.165
2,107,0.14548860443334374,0.001977312935789364,9609,1398,19,5.37682032585144,11.169
4,31,0.15390505359877488,0.0028440166265587398,9142,1407,26,5.199882984161377,11.981
4,109,0.18808988764044943,0.0024719101123595504,8900,1674,22,5.112422227859497,11.975
2,103,0.14241517995256264,0.0031968650097968444,9697,1381,31,5.4074060916900635,11.161
