tickle_level,tickle_pulse_length,tickle_frequency,wait_time,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,keysight_amplitude
-5,600,23,610,0.02654640823898164,0.028337491204503296,15633,415,443,10.053709745407104,12.232
-15,250,60,260,0.07250488619885254,0.010528970430615976,15861,1150,167,6.700840711593628,12.226
-10,600,18,610,0.04162410623084781,0.019982124616956077,15664,652,313,10.108454704284668,12.229
-5,80,71,90,0.07312993443061688,0.026428475846380303,14946,1093,395,5.42564845085144,12.233
-15,80,37,90,0.11762407190308714,0.003972906083105379,15354,1806,61,5.580847263336182,12.23
-10,250,46,260,0.07159646782288291,0.01162569087097389,15741,1127,183,6.611617565155029,12.229
-5,80,57,90,0.1036119843459293,0.006800538910630653,15587,1615,106,5.623460292816162,12.234
-15,250,16,260,0.08166136530462442,0.009725960362123807,16348,1335,159,6.741446018218994,12.23
-10,250,20,260,0.07440420922315073,0.01194676570721139,16155,1202,193,6.62704610824585,12.233
-5,80,55,90,0.10215319886152704,0.006806088355401559,16162,1651,110,5.853435039520264,12.234
-5,250,71,260,0.03404675260593351,0.04089311046690927,16213,552,663,6.590738773345947,12.236
-5,80,32,90,0.08466166346213484,0.011598337778329096,16123,1365,187,5.790524959564209,12.232
-10,250,40,260,0.07871684145589143,0.009932140653917334,16210,1276,161,6.688762903213501,12.232
-15,80,76,90,0.1004787552363854,0.00945541591861161,16710,1679,158,5.9956910610198975,12.234
-10,600,50,610,0.03333333333333333,0.02107487922705314,16560,552,349,10.20493221282959,12.234
-15,250,32,260,0.06802227063664971,0.009380295328007746,16524,1124,155,6.6309404373168945,12.234
-5,80,22,90,0.09851911518681455,0.0084267922423942,16139,1590,136,5.753649950027466,12.232
-10,600,66,610,0.020838252656434474,0.030047225501770955,16940,353,509,10.124074697494507,12.23
-15,80,17,90,0.11301073941488705,0.003209480311072707,16202,1831,52,5.843980073928833,12.229
-15,80,64,90,0.094571264147324,0.009463520685465823,15639,1479,148,5.646332025527954,12.227
-5,250,67,260,0.03162527507073248,0.03539767368751965,15905,503,563,6.628453493118286,12.229
-10,250,37,260,0.08307399174341061,0.009272785011114639,15745,1308,146,6.680809259414673,12.229
-10,80,64,90,0.09311505111945127,0.012294551572408437,15454,1439,190,5.639941215515137,12.229
-15,80,23,90,0.10884527147591129,0.005544226357379557,15692,1708,87,5.743366241455078,12.229
-10,250,42,260,0.07575389105058365,0.00954523346303502,16448,1246,157,6.680466413497925,12.231
-15,250,67,260,0.05332080200501253,0.013909774436090226,15960,851,222,6.602700233459473,12.227
-5,250,60,260,0.05984377883018636,0.019004858847407588,16259,973,309,6.70088267326355,12.231
-15,80,30,90,0.10020462578284864,0.003906492218019471,16127,1616,63,5.767987489700317,12.234
-10,600,16,610,0.044198553501885396,0.017061259813315202,16177,715,276,10.142475843429565,12.229
-5,80,80,90,0.10499815792705391,0.008105120962790126,16286,1710,132,5.836024761199951,12.229
-5,600,68,610,0.006512256558333845,0.04386557719481477,16277,106,714,10.157576084136963,12.233
-5,250,20,260,0.06814019576886643,0.01357751815598358,15835,1079,215,6.663501024246216,12.23
-10,600,49,610,0.03831705484598046,0.02066115702479339,15972,612,330,10.160083055496216,12.234
-5,600,47,610,0.02787130564908343,0.022571392941763312,16038,447,362,10.067542314529419,12.231
-15,80,48,90,0.1105598866052445,0.003414728432446363,15521,1716,53,5.68096399307251,12.234
-15,600,54,610,0.044340505144995324,0.018646710321172436,16035,711,299,10.141047477722168,12.234
-10,600,30,610,0.02477810650887574,0.022497534516765286,16224,402,365,10.079155921936035,12.231
-5,250,19,260,0.07773459189339256,0.010056141649700784,16209,1260,163,6.733805894851685,12.227
-10,600,80,610,0.038063966922047915,0.024322023592362886,16446,626,400,10.105174541473389,12.233
-10,250,53,260,0.07269406392694064,0.01071537290715373,16425,1194,176,6.6812732219696045,12.234
-15,600,35,610,0.04360647509097754,0.01675241561049065,15938,695,267,10.163722038269043,12.234
-10,250,19,260,0.08579055186541684,0.010615184058600782,16109,1382,171,6.748884439468384,12.235
-5,80,35,90,0.10474406991260923,0.004431960049937578,16020,1678,71,5.676652908325195,12.231
-5,600,42,610,0.03345230173613212,0.01959954025769766,16531,553,324,10.072844743728638,12.233
-15,250,30,260,0.06697600586116369,0.008547530374259723,16379,1097,140,6.647126197814941,12.233
-10,600,24,610,0.030496410382278946,0.02957599558200896,16297,497,482,10.131804466247559,12.231
-10,250,21,260,0.07260333937840036,0.013507598023888437,15991,1161,216,6.683207750320435,12.233
-15,600,76,610,0.03537968441814596,0.028722879684418147,16224,574,466,10.113622426986694,12.234
-5,250,23,260,0.05813534917206623,0.019318454523638107,16668,969,322,6.622274160385132,12.235
-15,600,49,610,0.0419639110365086,0.018404172411725917,16681,700,307,10.223929643630981,12.229
-10,600,43,610,0.033953404370597795,0.019264342905303714,16611,564,320,10.097874164581299,12.235
-5,80,17,90,0.10781192604383495,0.0037957634382270113,16334,1761,62,5.8733837604522705,12.237
-15,600,73,610,0.02712867624391146,0.027251988408656513,16219,440,442,10.142586946487427,12.235
-15,600,78,610,0.04005473317576813,0.02270182858564498,16078,644,365,10.194285869598389,12.234
-10,250,36,260,0.08370072199859434,0.009200690051753882,15651,1310,144,6.668254613876343,12.237
-10,80,53,90,0.10715616846813268,0.0034786930053422784,16098,1725,56,5.831719160079956,12.235
-10,80,54,90,0.10543011755924613,0.0045406481308701875,16077,1695,73,5.7583746910095215,12.234
-10,250,70,260,0.04461337154962926,0.031154589070970153,16049,716,500,6.7290239334106445,12.23
-5,250,80,260,0.07109178862286449,0.017512705896760763,16331,1161,286,6.712867975234985,12.234
-5,80,37,90,0.10348570739355928,0.004462670365456519,16582,1716,74,5.93152117729187,12.234
-5,250,59,260,0.06686344196132762,0.018974760556592977,16601,1110,315,6.711201429367065,12.235
-10,250,51,260,0.07821432915703685,0.009609536552730811,16442,1286,158,6.6646130084991455,12.235
-15,80,22,90,0.10392638036809816,0.005521472392638037,16300,1694,90,5.858881711959839,12.235
-10,600,65,610,0.02212862261897278,0.040170993902055696,15907,352,639,10.057987213134766,12.235
-10,80,74,90,0.09915651358950328,0.012558575445173383,16005,1587,201,5.771506309509277,12.237
-15,250,70,260,0.05639953256657851,0.020972999569469217,16259,917,341,6.5992677211761475,12.237
-5,250,27,260,0.04071535022354694,0.026289120715350223,16775,683,441,6.66479754447937,12.233
-10,250,29,260,0.04153900542069291,0.0219184539241103,16972,705,372,6.597139835357666,12.238
-15,600,56,610,0.04394607991295412,0.018799492232364143,16543,727,311,10.213707447052002,12.233
-10,250,74,260,0.06493426710898145,0.02377441946185035,16278,1057,387,6.691487789154053,12.237
-5,600,64,610,0.019123163008055093,0.04218163930394146,16263,311,686,10.091466903686523,12.233
-10,80,26,90,0.09879719560043738,0.007525567633627066,15547,1536,117,5.59981369972229,12.238
-10,80,61,90,0.09733782324162907,0.008196200520998793,15739,1532,129,5.756969213485718,12.233
-5,250,57,260,0.07237941923100737,0.017645966194043714,16151,1169,285,6.694761514663696,12.238
-15,80,24,90,0.10575229302071311,0.004677154832047622,16463,1741,77,5.926989555358887,12.234
-10,250,61,260,0.06299916557396591,0.015138872332816784,16778,1057,254,6.630788087844849,12.234
-10,80,21,90,0.1043355440923606,0.005772537460083518,16284,1699,94,5.863399982452393,12.239
-15,600,41,610,0.04457128977410736,0.017731357784794753,16468,734,292,10.119621276855469,12.238
-5,250,78,260,0.06698357821953328,0.022718854179528337,16198,1085,368,6.690178155899048,12.233
-10,250,26,260,0.05698596705308115,0.01635143380109823,16390,934,268,6.757001638412476,12.234
-5,600,45,610,0.03266191509141617,0.02671211651688875,16135,527,431,10.165797710418701,12.242
-10,250,18,260,0.08238366571699905,0.010505698005698005,16848,1388,177,6.728737831115723,12.234
-5,600,54,610,0.03295454545454545,0.02583732057416268,16720,551,432,10.155268669128418,12.238
-10,600,38,610,0.045208752515090544,0.019303319919517104,15904,719,307,10.162683248519897,12.235
-10,600,67,610,0.015648472709063596,0.03192288432648974,15976,250,510,10.077362298965454,12.237
-15,80,77,90,0.10470970620100695,0.008348734943598241,15691,1643,131,5.6846208572387695,12.237
-5,250,79,260,0.06813448378458792,0.021184171377566202,16805,1145,356,6.6718878746032715,12.235
-5,80,31,90,0.08574901245821939,0.010209662716499545,16455,1411,168,5.982954025268555,12.234
-5,80,24,90,0.09056534731963164,0.013173141428310057,16397,1485,216,5.974986791610718,12.238
-10,250,16,260,0.08152531229454306,0.00866654712808559,16731,1364,145,6.706430673599243,12.238
-10,80,79,90,0.106625,0.0066875,16000,1706,107,5.734785079956055,12.234
-5,80,56,90,0.10533998297044155,0.007784941004743948,16442,1732,128,6.003461837768555,12.234
-10,250,47,260,0.0730062082139446,0.010088347659980897,16752,1223,169,6.690291404724121,12.232
-10,80,17,90,0.11511697660467907,0.0036592681463707257,16670,1919,61,5.951264381408691,12.234
-15,80,31,90,0.10262701214768716,0.004368380108910299,16711,1715,73,6.057451486587524,12.233
-10,250,63,260,0.06375206222012726,0.01950271034645298,16972,1082,331,6.771669626235962,12.233
-5,80,50,90,0.09965474866873428,0.00959681666569138,17089,1703,164,6.242408752441406,12.232
-15,250,76,260,0.07402767835838701,0.01849200668098306,16764,1241,310,6.7348952293396,12.236
-10,600,33,610,0.033577087141986595,0.02120658135283364,16410,551,348,10.08686637878418,12.237
-5,250,62,260,0.05888761120861829,0.021243115656963022,16523,973,351,6.792686939239502,12.234
-15,600,29,610,0.02066821119375686,0.022009511035239605,16402,339,361,10.058258771896362,12.237
-10,80,80,90,0.10749423053564922,0.005587270739706061,16466,1770,92,5.917663812637329,12.232
-5,80,63,90,0.08744599281932697,0.014239639749284976,16433,1437,234,5.891546010971069,12.237
-5,80,65,90,0.07466347591983248,0.02285372419982052,16715,1248,382,6.1646552085876465,12.232
-10,250,27,260,0.06101110913087388,0.018891463197291035,16833,1027,318,6.684021949768066,12.234
-15,250,22,260,0.07852166010299909,0.011996364737958195,16505,1296,198,6.707289218902588,12.236
-10,600,62,610,0.031103908246587295,0.02773795424795861,16043,499,445,10.197242021560669,12.232
-10,80,67,90,0.07360112936344969,0.014630390143737166,15584,1147,228,5.561539888381958,12.234
-5,600,77,610,0.028867273297772198,0.038280514590524006,15935,460,610,10.151811122894287,12.233
-5,80,73,90,0.09031919774529724,0.01887658124139739,15257,1378,288,5.541346788406372,12.238
-10,80,38,90,0.10866987079458211,0.0031833218900193497,16021,1741,51,5.93210244178772,12.233
-5,600,78,610,0.03133992243212811,0.036094082322031776,15986,501,577,10.066513061523438,12.24
-15,80,70,90,0.09493511402293058,0.010394355549955903,15874,1507,165,5.660418272018433,12.237
-5,600,66,610,0.012036979586771732,0.04914065893156295,16117,194,792,10.077655553817749,12.236
-10,250,45,260,0.07567836694050287,0.010580034851879512,16068,1216,170,6.771926641464233,12.238
-15,250,31,260,0.06789398900352134,0.008216470006795576,16187,1099,133,6.712244987487793,12.236
-15,600,18,610,0.04150525733259546,0.018139334686097276,16263,675,295,10.093011140823364,12.237
-15,250,78,260,0.07224749772520474,0.01340612678192296,16485,1191,221,6.643444776535034,12.236
-5,250,42,260,0.06540084388185655,0.010910186859553948,16590,1085,181,6.728417873382568,12.233
-10,80,36,90,0.11201288643826281,0.0035313797162505422,16141,1808,57,5.929148197174072,12.233
-10,80,46,90,0.1035849286672357,0.004633581270576759,16402,1699,76,5.965661287307739,12.237
-5,250,47,260,0.06556062661897126,0.014431972369557173,16214,1063,234,6.636754274368286,12.241
-5,250,21,260,0.06866658351004117,0.01478109018336036,16034,1101,237,6.786587238311768,12.24
-15,250,75,260,0.07281429483088704,0.018825781748564134,15670,1141,295,6.635414123535156,12.238
-15,80,18,90,0.11347473094593744,0.00333564100950343,15889,1803,53,5.690805673599243,12.237
-10,250,33,260,0.06632805497460412,0.010457125784284434,16735,1110,175,6.6773841381073,12.237
-5,600,43,610,0.022085445329471397,0.02142167511465122,16572,366,355,10.246392011642456,12.236
-15,250,28,260,0.06278026905829596,0.013207199459426255,16279,1022,215,6.696548938751221,12.238
-5,80,45,90,0.09858302046748213,0.007387671066973477,16514,1628,122,5.88819694519043,12.236
-5,80,69,90,0.06995308025105113,0.024069221863384314,16411,1148,395,5.847227334976196,12.236
-15,600,47,610,0.04223683431076358,0.018067650020733367,16881,713,305,10.156933784484863,12.237
-15,80,25,90,0.10659287776708373,0.005654475457170356,16624,1772,94,5.966073036193848,12.237
-15,600,75,610,0.0331368290412659,0.031089047471300032,16115,534,501,10.112223625183105,12.237
-5,250,53,260,0.06743141539208546,0.016023306627822288,16476,1111,264,6.756232738494873,12.237
-15,250,21,260,0.07872019317838817,0.010141865378810745,16565,1304,168,6.733426570892334,12.236
-15,80,80,90,0.10889774236387782,0.0057346372087407945,16566,1804,95,5.877554178237915,12.236
-15,80,71,90,0.0920709915803501,0.015748985401901994,16509,1520,260,5.9052252769470215,12.236
-10,80,27,90,0.09660697455230914,0.008011310084825637,16976,1640,136,6.08517599105835,12.238
-5,80,30,90,0.07945713260791581,0.01010402965443023,16726,1329,169,5.859323978424072,12.237
-10,80,19,90,0.10440379000059591,0.004409749121029736,16781,1752,74,5.946342706680298,12.233
-15,600,24,610,0.032484376842353495,0.02222615257634713,16962,551,377,10.13649845123291,12.236
-15,600,67,610,0.021240544629349472,0.024689863842662634,16525,351,408,10.228184938430786,12.237
-15,600,79,610,0.042136945071482315,0.02577125658389767,15948,672,411,10.130952835083008,12.237
-5,80,42,90,0.09748956581324363,0.004485142963931975,16053,1565,72,5.720384836196899,12.236
-10,250,80,260,0.07477678571428571,0.013888888888888888,16128,1206,224,6.6300880908966064,12.238
-5,600,38,610,0.03775100401606426,0.0182267531665122,16185,611,295,10.20383071899414,12.236
-15,600,58,610,0.04332433243324332,0.020222022202220222,16665,722,337,10.152459859848022,12.237
-15,250,27,260,0.06704819277108434,0.012891566265060241,16600,1113,214,6.652041435241699,12.237
-10,250,76,260,0.07087964057696855,0.02352802080870182,16916,1199,398,6.715126276016235,12.24
-10,600,17,610,0.04584171300130131,0.018869040577309832,16906,775,319,10.170633792877197,12.241
-10,250,65,260,0.05222343390282322,0.029989094874591057,16506,862,495,6.677560567855835,12.238
-10,80,76,90,0.10035083474473748,0.011855794822163078,16532,1659,196,6.169632911682129,12.241
-15,250,41,260,0.07921312240966669,0.008113945478956278,17131,1357,139,6.780869483947754,12.238
-10,600,47,610,0.03541110841620179,0.019221440698520494,16492,584,317,10.171890020370483,12.242
-15,80,19,90,0.11544199925400969,0.0036056197936093497,16086,1857,58,5.8306097984313965,12.238
-15,250,52,260,0.08304604777148486,0.0084338832799803,16244,1349,137,6.673804044723511,12.24
-15,80,62,90,0.09903219916002191,0.005478117962140118,16429,1627,90,5.98359227180481,12.24
-5,600,74,610,0.02336034439098506,0.046024309951886555,15796,369,727,10.089664936065674,12.236
-10,250,50,260,0.07036352433764634,0.01250770178681454,16230,1142,203,6.73307466506958,12.237
-5,600,20,610,0.03726629610914604,0.021728145528044467,15832,590,344,10.138485670089722,12.24
-10,80,42,90,0.10635910224438903,0.004114713216957606,16040,1706,66,5.8413097858428955,12.236
-10,600,79,610,0.03992594878124036,0.02776920703486578,16205,647,450,10.051553726196289,12.241
-15,80,41,90,0.11081030032109802,0.0031480198954857395,15883,1760,50,5.869412660598755,12.238
-10,80,35,90,0.11042597369911282,0.004404454791417605,15893,1755,70,5.85685920715332,12.237
-5,600,53,610,0.030524220305242204,0.02636182662725463,16577,506,437,10.193032264709473,12.243
-10,250,23,260,0.0655013910729406,0.01893068827869844,16534,1083,313,6.637989044189453,12.237
-15,80,69,90,0.09481915933528837,0.008797653958944282,16368,1552,144,5.997638702392578,12.222
-15,250,49,260,0.08158919445120467,0.010525675346799709,16436,1341,173,6.687661647796631,12.221
-15,600,34,610,0.044931506849315066,0.01649923896499239,16425,738,271,10.268620491027832,12.221
-5,600,59,610,0.02993688007213706,0.03186053501653141,16635,498,530,10.143116235733032,12.227
-10,600,39,610,0.04138015717092338,0.01725196463654224,16288,674,281,10.119406938552856,12.222
-10,80,34,90,0.11220853910108146,0.003875726698756017,15997,1795,62,5.81305193901062,12.223
-5,600,65,610,0.014416205803765613,0.04859255576958926,16093,232,782,10.223878622055054,12.226
-10,600,60,610,0.03188936600151553,0.026521848951755495,15836,505,420,10.121649503707886,12.223
-5,80,41,90,0.10204841713221602,0.005462445685909373,16110,1644,88,5.778973817825317,12.223
-5,600,27,610,0.010413476263399694,0.037304747320061254,16325,170,609,10.223944425582886,12.222
-5,600,39,610,0.034503967033642904,0.020111938003567253,16259,561,327,10.168969869613647,12.224
-5,250,29,260,0.020314629010281183,0.03455964325529543,16146,328,558,6.651390075683594,12.228
-15,80,27,90,0.1059594383775351,0.005491419656786271,16025,1698,88,5.735769987106323,12.223
-15,250,37,260,0.08225680466262092,0.009373310100342487,16643,1369,156,6.750793933868408,12.227
-5,80,23,90,0.09488514548238898,0.010903522205206738,16325,1549,178,5.7972731590271,12.223
-15,250,77,260,0.07290110546758291,0.016970421272781595,16735,1220,284,6.71649432182312,12.226
-15,80,21,90,0.10971711200916823,0.0042825260872187704,16579,1819,71,5.957770109176636,12.227
-10,250,49,260,0.07053402646502835,0.011814744801512287,16928,1194,200,6.7535271644592285,12.226
-5,80,19,90,0.10891922776207373,0.004991880676008901,16627,1811,83,5.975064039230347,12.226
-5,80,53,90,0.10166213357509822,0.008038682381384103,16545,1682,133,6.05839729309082,12.226
-10,600,69,610,0.012887887887887887,0.03641141141141141,15984,206,582,10.093331575393677,12.223
-5,600,72,610,0.01003052769297863,0.05625817706061927,16051,161,903,10.20166826248169,12.227
-15,80,63,90,0.097866617763922,0.006296228375817592,16359,1601,103,5.996333837509155,12.224
-5,600,30,610,0.016653352178455108,0.035211700362563755,16273,271,573,10.139739036560059,12.226
-15,250,64,260,0.06022047244094488,0.021228346456692915,15875,956,337,6.707235336303711,12.223
-5,80,70,90,0.07141518275538894,0.02486722899094033,16005,1143,398,5.823493003845215,12.224
-5,80,28,90,0.0764391917651544,0.015567416444275003,15738,1203,245,5.592961311340332,12.224
-15,80,45,90,0.11465163306575157,0.003247748023775967,16319,1871,53,5.951246500015259,12.223
-15,600,26,610,0.0323175227328582,0.022978618825264193,16276,526,374,10.074700832366943,12.227
-10,80,72,90,0.08394227817009518,0.019711390850475897,16285,1367,321,5.989979982376099,12.23
-10,80,78,90,0.10552544695695508,0.007599825577773625,16053,1694,122,5.905219554901123,12.226
-10,600,71,610,0.013054830287206266,0.050701317627056895,16469,215,835,10.116711616516113,12.226
-15,250,20,260,0.0810282905929053,0.011971520383088652,15871,1286,190,6.771576881408691,12.227
-10,600,40,610,0.03778521448128993,0.01910556738667478,16435,621,314,10.077818632125854,12.23
-10,80,56,90,0.11136609931790654,0.005545993497800727,15687,1747,87,5.669787645339966,12.228
-5,80,51,90,0.10356863453090209,0.005897574772823012,16617,1721,98,6.058263063430786,12.227
-15,250,51,260,0.0812149024817342,0.00893665841434696,16561,1345,148,6.760173797607422,12.227
-15,600,64,610,0.027373927854492365,0.031023784901758014,16439,450,510,10.139304637908936,12.228
-10,600,74,610,0.02692354442688708,0.03926096997690531,16454,443,646,10.144326448440552,12.223
-5,80,74,90,0.09911223842739379,0.01731135066582118,15770,1563,273,5.746373653411865,12.227
-15,600,59,610,0.04284468800597833,0.022979200398555236,16058,688,369,10.25534701347351,12.226
-10,80,16,90,0.11263028816676886,0.003740036787247088,16310,1837,61,5.878849267959595,12.228
-5,250,77,260,0.06689464842812574,0.026277897768178547,16668,1115,438,6.697423934936523,12.23
-5,250,44,260,0.06815851378249593,0.014596779057844261,16579,1130,242,6.6725006103515625,12.227
-5,600,46,610,0.02603505207010414,0.0285750571501143,15748,410,450,10.216636896133423,12.23
-10,80,32,90,0.09718783723735161,0.007173236843775788,15753,1531,113,5.668111324310303,12.227
-5,600,18,610,0.04004959702417855,0.02064476131432114,16130,646,333,10.178015947341919,12.231
-10,250,39,260,0.07738416351975065,0.009590601210813402,16683,1291,160,6.724554061889648,12.231
-15,80,73,90,0.10462166676978284,0.009280455361009713,16163,1691,150,5.9260101318359375,12.227
-10,250,31,260,0.05997141259088932,0.013734385681436829,16091,965,221,6.697757005691528,12.23
-5,250,65,260,0.03905221588415972,0.038237322133767945,15953,623,610,6.639254570007324,12.228
-10,250,62,260,0.06312804389371802,0.018494544109487702,16221,1024,300,6.577885150909424,12.231
-15,80,39,90,0.11372525422708947,0.003128948793549552,16619,1890,52,6.140273094177246,12.226
-10,600,64,610,0.023082559843673668,0.03914264777723498,16376,378,641,10.162320375442505,12.23
-10,600,21,610,0.038868809840847125,0.024602117811172407,15771,613,388,10.116589546203613,12.231
-15,600,15,610,0.04892294165672298,0.020159517678829366,15923,779,321,10.202434778213501,12.224
-10,250,68,260,0.04318642350557244,0.028622087132725432,15792,682,452,6.6826770305633545,12.227
-15,250,68,260,0.0555941187606487,0.01874171767526977,15847,881,297,6.615728855133057,12.23
-10,600,59,610,0.034335034335034334,0.026334026334026334,15873,545,418,10.073385953903198,12.228
-10,250,35,260,0.0797329638493513,0.010958559012470084,15878,1266,174,6.804861068725586,12.228
-10,80,48,90,0.10428862305930262,0.004326800712649529,15716,1639,68,5.593538999557495,12.228
-5,80,47,90,0.09915430812599584,0.008395636720186297,16318,1618,137,5.803685903549194,12.23
-15,80,47,90,0.11370735974009746,0.004060977133574909,16006,1820,65,5.798277378082275,12.23
-5,80,36,90,0.11105698977106673,0.004688261081344374,16424,1824,77,5.965763092041016,12.228
-5,600,79,610,0.031809023749923684,0.03223640026863667,16379,521,528,10.133339405059814,12.232
-15,80,55,90,0.10933366147788101,0.0037531532640127977,16253,1777,61,5.82488226890564,12.235
-15,80,79,90,0.10604965051819716,0.005724270908652687,16596,1760,95,5.931873798370361,12.232
-15,600,48,610,0.04368758915834522,0.020565858297669996,16824,735,346,10.260039806365967,12.234
-10,600,46,610,0.0343796711509716,0.0189960139511709,16056,552,305,10.154715299606323,12.23
-5,250,69,260,0.028654686741136474,0.0421321029626032,16472,472,694,6.663902044296265,12.232
-10,80,70,90,0.08222571290478492,0.01794345094248429,16552,1361,297,5.930010795593262,12.232
-5,80,62,90,0.08832462641234358,0.013424857246993075,16462,1454,221,6.1156556606292725,12.232
-5,600,17,610,0.04153929149433555,0.01732302343703171,16683,693,289,10.092908382415771,12.234
-15,250,39,260,0.08126705421758215,0.009016490686914225,16858,1370,152,6.727384090423584,12.241
-10,600,41,610,0.03819592984171607,0.01876184073825093,16363,625,307,10.134479761123657,12.245
-5,250,41,260,0.07021106393452711,0.012122330933481017,16251,1141,197,6.777806520462036,12.245
-15,80,78,90,0.11017366670772262,0.005049882990516073,16238,1789,82,5.884464979171753,12.245
-15,600,46,610,0.03930950938824954,0.016898849182313748,16510,649,279,10.092828273773193,12.245
-5,80,26,90,0.08338597599494631,0.014150347441566645,15830,1320,224,5.73589825630188,12.24
-10,250,77,260,0.06982079742047498,0.02002852359397284,16127,1126,323,6.679518461227417,12.245
-10,80,77,90,0.10521356783919598,0.009673366834170855,15920,1675,154,5.814749717712402,12.242
-5,600,62,610,0.021918658801614404,0.03123253647935424,16105,353,503,10.134542465209961,12.245
-5,250,70,260,0.03248743410567611,0.04174328797351968,16314,530,681,6.725678443908691,12.241
-10,80,60,90,0.10285714285714286,0.007849293563579277,15925,1638,125,5.7497923374176025,12.247
-15,250,74,260,0.07102342786683108,0.018372379778051787,16220,1152,298,6.737700700759888,12.245
-10,80,31,90,0.0914987837584981,0.006050021829975675,16033,1467,97,5.740589141845703,12.246
-15,250,73,260,0.06869196236393826,0.02017096119549843,16261,1117,328,6.783562183380127,12.242
-10,250,64,260,0.05574806979147669,0.02869475348045474,16449,917,472,6.6753363609313965,12.245
-10,250,30,260,0.05482290881688018,0.01733232856066315,15924,873,276,6.652838706970215,12.242
-10,250,34,260,0.07801024501635499,0.009751280627044374,16203,1264,158,6.680980205535889,12.245
-10,250,38,260,0.08249471984097403,0.010311839980121754,16098,1328,166,6.7915358543396,12.244
-10,600,45,610,0.03685123250340642,0.022110739502043848,16146,595,357,10.137935400009155,12.242
-10,600,75,610,0.029781559563119127,0.04019558039116078,15748,469,633,10.16822862625122,12.241
-15,600,37,610,0.04692909347352225,0.017374022310552635,15598,732,271,10.094530582427979,12.246
-5,80,20,90,0.10827983321199285,0.007081871732080217,15109,1636,107,5.613308906555176,12.244
-10,80,49,90,0.10489465153970827,0.005186385737439222,15425,1618,80,5.49147367477417,12.246
-10,80,25,90,0.09612452350698857,0.011944091486658195,15740,1513,188,5.665386438369751,12.245
-15,250,56,260,0.08059683238549502,0.010273344340487984,16353,1318,168,6.654679298400879,12.24
-5,250,76,260,0.06305911792305287,0.028151391929934315,15985,1008,450,6.798946380615234,12.244
-5,600,48,610,0.02966432474629196,0.027907884465261514,15372,456,429,10.155809879302979,12.245
-5,600,44,610,0.03138954557394274,0.024034672970843184,15228,478,366,10.115261316299438,12.246
-10,600,48,610,0.03576446544897177,0.019670455996934476,15658,560,308,10.182257652282715,12.245
-15,80,58,90,0.11332422052984444,0.003970578663021545,15363,1741,61,5.694804906845093,12.241
-5,600,31,610,0.022664835164835164,0.032155344655344656,16016,363,515,10.145210027694702,12.244
-10,250,52,260,0.07605331311982819,0.010991093424294107,15831,1204,174,6.703000545501709,12.244
-15,600,77,610,0.03968057447071933,0.030333044447195742,16154,641,490,10.259877443313599,12.247
-15,250,61,260,0.07148721187243448,0.012314493211240922,15835,1132,195,6.731072425842285,12.247
-10,80,37,90,0.10685408632914542,0.0037940042293817637,16078,1718,61,5.876641035079956,12.241
-10,80,66,90,0.07568620061553923,0.015639721123045035,15921,1205,249,5.85528039932251,12.251
-10,600,77,610,0.0315136476426799,0.031451612903225803,16120,508,507,10.192365646362305,12.246
-10,600,32,610,0.032033939990162325,0.02514756517461879,16264,521,409,10.109471559524536,12.25
-10,600,31,610,0.027907564086374542,0.02310897840636444,15838,442,366,10.1051766872406,12.245
-15,250,54,260,0.08191211253578987,0.009212000497945972,16066,1316,148,6.678991794586182,12.245
-15,600,21,610,0.04349463377894935,0.019644762442728926,15933,693,313,10.217417478561401,12.246
-10,80,45,90,0.1092504480009887,0.00414014706791077,16183,1768,67,5.836519956588745,12.249
-15,250,26,260,0.07607099143206854,0.013096695226438188,16340,1243,214,6.661261081695557,12.25
-10,80,39,90,0.10384916571290886,0.004276850792120957,16601,1724,71,5.909169912338257,12.247
-10,600,36,610,0.04496536368134587,0.01991588322612568,16168,727,322,10.249515771865845,12.246
-15,80,59,90,0.1059131736526946,0.00561377245508982,16032,1698,90,5.834842205047607,12.25
-15,600,55,610,0.044465116279069766,0.019224806201550388,16125,717,310,10.104706525802612,12.253
-5,80,34,90,0.10922798928282136,0.004984734251355225,16049,1753,80,5.814936876296997,12.249
-10,250,66,260,0.04539653600729262,0.0265572774232756,16455,747,437,6.762193441390991,12.247
-5,600,73,610,0.016908212560386472,0.04903381642512077,16560,280,812,10.106971502304077,12.249
-5,250,28,260,0.03880145278450363,0.029661016949152543,16520,641,490,6.622340202331543,12.247
-5,250,31,260,0.05409347839299824,0.023035312708928463,16453,890,379,6.811070680618286,12.25
-15,80,16,90,0.11314837153196622,0.0030156815440289505,16580,1876,50,6.106508255004883,12.249
-15,600,66,610,0.021687768825346822,0.028412188768401285,16507,358,469,10.12431263923645,12.245
-10,250,17,260,0.081511175898931,0.010629251700680272,16464,1342,175,6.752062082290649,12.251
-10,250,24,260,0.06650803093396787,0.020107079119571682,16810,1118,338,6.768517017364502,12.249
-5,250,64,260,0.044624866658764965,0.03265378689107502,16874,753,551,6.662476539611816,12.251
-5,80,68,90,0.059905316824471956,0.025491624180626365,16476,987,420,5.881150484085083,12.249
-15,250,18,260,0.08232967823117023,0.009467313799508659,16689,1374,158,6.704635143280029,12.251
