timestamp,mode,U2,RF_amplitude,line_id,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp,mu,sigma,sigma_group,band,width_class,primary_in_scan
averaged,lost,-0.24,2.5,2,avg,97.0,117.0,5,0.9903068762908483,-933.7547903011176,0.0276393502054995,0.0721304475504485,107.13518146475276,0.3246997152440539,1.3119400279811204,band_102,narrow,True
averaged,lost,-0.245,2.5,0,avg,31.0,51.0,5,0.986038281729775,-1024.8493250885315,0.0158856900329842,0.0240452685980927,41.04268500721948,0.2,3.137462960831946,band_38,narrow,True
averaged,lost,-0.245,2.5,1,avg,53.0,90.0,5,0.9872044790449338,-1793.1114258343816,0.0199104210598763,0.0414694189164773,62.98152749244928,0.6632447499772555,3.4892791549981124,band_61,narrow,True
averaged,lost,-0.245,2.5,1,avg,53.0,90.0,5,0.9872044790449338,-1793.1114258343816,0.0199104210598763,0.0199747460667237,81.45750660818715,2.6630269669522844,2.6630269669522844,band_80,broad,False
averaged,lost,-0.245,2.5,2,avg,97.0,117.0,4,0.9939549318005364,-1015.1723109852454,0.0141701282422221,0.0482007978404046,107.20096307181784,0.683296846955911,2.198163022340589,band_102,narrow,True
averaged,lost,-0.245,2.5,3,avg,132.0,152.0,4,0.9911508439265784,-1067.8452235420086,0.0144636926500885,0.0399550209047788,143.32789225365207,1.6621530739484711,1.5460385719412646,band_144,broad,True
averaged,lost,-0.25,2.5,0,avg,32.0,52.0,2,0.9922766871020858,-1014.073646987873,0.0138649457080149,0.0837930381739654,41.73010184228213,0.4067265528194583,1.4057468092027807,band_38,narrow,True
averaged,lost,-0.25,2.5,1,avg,53.0,93.0,4,0.9944683393689432,-1939.6333358151269,0.0136796925203313,0.0767546445492584,63.10004712431464,0.2856696012094629,1.947582948164763,band_61,narrow,True
averaged,lost,-0.25,2.5,1,avg,53.0,93.0,4,0.9944683393689432,-1939.6333358151269,0.0136796925203313,0.0459171101191618,82.27559774597441,1.7175290369672271,1.7175290369672271,band_80,broad,False
averaged,lost,-0.25,2.5,2,avg,95.0,115.0,2,0.9932549117586535,-974.5828371343032,0.0148331777071606,0.0769422407777466,105.31434180378368,0.3791805925220747,1.0715019514664872,band_102,narrow,True
averaged,lost,-0.25,2.5,3,avg,134.0,157.0,3,0.9959616099818588,-1270.4078654412804,0.0116615451204972,0.0327116324971232,144.5622822017076,0.7403043020834847,0.9889269013306713,band_144,narrow,True
