no_of_repeats,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,time_accum,loading_signal baseline,trapped_signal baseline,lost_signal baseline,ratio_signal baseline,ratio_lost baseline,trapped_signal detrended,lost_signal detrended,ratio_signal detrended,ratio_lost detrended
30000,12.148,0.1972600844,0.0108627967,14453,2851,157,14.118673563,2060.4460342,13519.112941,2727.4944692,132.96868746,0.201670391,0.00987766,1.0452816796,1.18072911,0.9781311152,1.0997338074
10000,12.145,0.2067864271,0.0105788423,5010,1036,53,4.9110958576,2065.3571301,4644.9688766,929.4385481,47.032743108,0.2001342008,0.0101695208,1.1146514228,1.1268745239,1.0332388282,1.0402498321
15000,12.147,0.1991814461,0.0107776262,7330,1460,79,7.2435309887,2072.600661,6778.0637525,1367.7439833,67.520404452,0.2015970229,0.009999944,1.067451232,1.1700166882,0.9880177953,1.0777686569
8000,12.145,0.188978298,0.0080468178,4101,775,33,4.0771057606,2076.6777668,3752.5840794,750.46314446,37.88708388,0.2001121602,0.0101470178,1.032695617,0.8710092364,0.9443618907,0.7930229351
2000,12.148,0.2063063063,0.0144144144,1110,229,16,1.2358489037,2077.9136157,1014.559505,202.87079588,9.8490559409,0.2000005395,0.0096832118,1.1287972673,1.6245211821,1.0315287491,1.4885984903
8000,12.143,0.1931546194,0.0088559119,4178,807,37,3.9885907173,2081.9022064,3751.781553,750.30265171,37.891269333,0.2001122208,0.0101502914,1.0755659708,0.9764782403,0.965231502,0.8724785881
4000,12.147,0.2086438152,0.0114257327,2013,420,23,2.1367561817,2084.0389626,1948.8306961,390.53035897,19.825399056,0.200603316,0.0101744204,1.0754605637,1.1601279719,1.0400815867,1.1229861009
8000,12.147,0.2029780564,0.0109717868,3828,777,42,4.0746104717,2088.1135731,3750.8274247,750.11184094,37.896245442,0.2001122928,0.0101541834,1.0358455334,1.108289212,1.0143207776,1.0805188749
60000,12.145,0.1985302388,0.0094484646,26671,5295,252,27.927810907,2116.041384,26562.443852,5333.2534411,266.96451852,0.2007250252,0.0100890209,0.9928273723,0.9439456651,0.9890657063,0.9365095689
8000,12.144,0.207774432,0.0082124281,3653,759,30,4.0614659786,2120.10285,3745.9135503,749.12914281,37.921872994,0.2001126637,0.0101742277,1.0131764427,0.7911001655,1.0382872736,0.8071795139
15000,12.144,0.1979016959,0.0096292038,6958,1377,67,7.2047188282,2127.3075688,6761.7129273,1363.3697742,67.525779372,0.2014404983,0.0100247658,1.0099974534,0.9922136497,0.9824325178,0.9605415217
1000,12.144,0.1851851852,0.0144032922,486,90,7,0.8629512787,2128.1705201,506.18262965,98.40728401,4.7105179633,0.1948384894,0.0093212318,0.914566446,1.4860361545,0.9504548396,1.5452133974
2000,12.145,0.2288801572,0.0078585462,1018,233,8,1.2996218204,2129.4701419,1012.70316,202.34518784,9.8313443009,0.1998332946,0.0096841912,1.151497609,0.8137239176,1.1453554706,0.8114819294
40000,12.147,0.1996799823,0.0098212315,18124,3619,178,18.787343502,2148.2574854,17836.06908,3581.1556584,180.25790445,0.2006535589,0.0101495678,1.0105676338,0.9874740336,0.9951479728,0.9676502226
6000,12.144,0.2040041422,0.0096651709,2897,591,28,3.1372566223,2151.394742,2864.2838043,575.8027111,27.5084452,0.2011179071,0.0096291362,1.0263932222,1.0178692324,1.0143509601,1.0037422499
1000,12.144,0.1663516068,0.0075614367,529,88,4,0.8050127029,2152.1997547,505.69574882,98.324083918,4.7121503818,0.194868125,0.009332437,0.8949994395,0.8488693433,0.8536624798,0.8102317386
15000,12.145,0.1964892412,0.0120328426,7064,1388,85,7.2941098213,2159.4938645,6752.0930727,1360.7962494,67.528941657,0.2013484084,0.0100393695,1.0199910535,1.258719564,0.9758668705,1.1985655679
10000,12.143,0.2094977937,0.0113469216,4759,997,54,4.9514176846,2164.4452822,4625.6055113,925.13821506,47.10179436,0.200042308,0.0102278965,1.0776768095,1.1464531391,1.0472674291,1.10940912
15000,12.142,0.2006578947,0.0100179426,6688,1342,67,7.2916228771,2171.7369051,6748.4338672,1359.8173306,67.530144528,0.2013133793,0.0100449244,0.9868972617,0.9921495129,0.9967439594,0.997313882
15000,12.144,0.198515219,0.0105419451,6735,1337,71,7.1776149273,2178.91452,6746.2886184,1359.2434289,67.530849724,0.201292843,0.0100481811,0.9836354339,1.0513713405,0.986201079,1.0491396372
6000,12.144,0.2111029949,0.0102264427,2738,578,28,3.1659929752,2182.080513,2860.9404958,574.91684896,27.518413795,0.2010436659,0.0096436214,1.0053627773,1.0175005074,1.0500355431,1.0604359318
2000,12.142,0.2173469388,0.0091836735,980,213,9,1.3050513268,2183.3855643,1010.7618805,201.79553135,9.8128222897,0.1996583976,0.0096852155,1.055523869,0.917167328,1.0885940253,0.9482157105
8000,12.144,0.181626188,0.0102956705,3788,688,39,4.1095561981,2187.4951205,3735.5614204,747.05887848,37.975862927,0.200113445,0.0102164552,0.9209448141,1.0269681054,0.9076161174,1.0077537022
3000,12.143,0.1795561533,0.0127774042,1487,267,19,1.7241933346,2189.2193139,1477.8004205,290.82509285,14.710056162,0.1970829922,0.0099661371,0.9180775888,1.2916334098,0.91106874,1.2820819139
12000,12.146,0.1984282908,0.010537596,5599,1111,59,5.8176920414,2195.0370059,5502.7537922,1100.6307397,56.66148045,0.1999902548,0.0103472521,1.0094211982,1.0412717693,0.9921897994,1.0183955976
6000,12.148,0.2003590664,0.0071813285,2785,558,20,3.097319603,2198.1343255,2859.1913839,574.45339426,27.523629045,0.2010048252,0.0096511996,0.9713581738,0.7266483634,0.9967873468,0.7440866262
12000,12.151,0.1932880983,0.0113698881,5453,1054,62,5.9641702175,2204.0984957,5500.889703,1100.1628918,56.670517969,0.1999733892,0.0103523825,0.9580399483,1.0940432913,0.9665690976,1.098287103
4000,12.151,0.1904761905,0.0098343685,1932,368,19,2.163848877,2206.2623446,1941.4550165,388.5068112,19.837453778,0.2003040431,0.0102219943,0.9472163406,0.9577842103,0.9509353257,0.9620792397
1500,12.153,0.1713221601,0.0037243948,537,92,2,1.0725295544,2207.3348742,505.12891769,99.58428776,4.6390278485,0.1970403755,0.0092378529,0.9238405181,0.43112481,0.8694774345,0.4031667106
6000,12.153,0.1983750846,0.0084631009,2954,586,25,3.1090364456,2210.4439106,2857.850217,574.098031,27.527627943,0.2009750434,0.0096570103,1.020731597,0.9081785053,0.9870632756,0.8763686275
8000,12.153,0.2068965517,0.0101577118,3741,774,38,4.1156439781,2214.5595546,3731.4040514,746.2274696,37.997545043,0.2001137587,0.0102334136,1.0372172448,1.0000646083,1.0338946859,0.9926024949
1000,12.151,0.1734892788,0.0175438596,513,89,9,0.7998974323,2215.359452,504.41600576,98.105396445,4.7164411161,0.1949460208,0.0093618895,0.9071876087,1.9082184593,0.8899349577,1.8739656747
3000,12.153,0.1835564054,0.005098789,1569,288,8,1.7329211235,2217.0923731,1476.1670884,290.52956352,14.703356585,0.1971044167,0.0099725494,0.9912932664,0.5440934493,0.9312648007,0.5112824029
1000,12.153,0.2018348624,0.0073394495,545,110,4,0.9374849796,2218.0298581,504.36189794,98.09615029,4.7166225293,0.1949493142,0.0093631348,1.1213487958,0.8480644731,1.0353196839,0.7838666962
4000,12.15,0.1921824104,0.0116333178,2149,413,25,2.2582688332,2220.2881269,1940.608618,388.27459834,19.838837121,0.2002696999,0.0102274537,1.0636801938,1.2601545064,0.9596180075,1.1374598392
4000,12.153,0.197141449,0.0108427797,2029,400,22,2.1477496624,2222.4358766,1940.4790102,388.23903989,19.83904895,0.200264441,0.0102282897,1.0302930898,1.1089241251,0.9844056587,1.0600774956
6000,12.153,0.1949556919,0.011929107,2934,572,35,3.1219656467,2225.5578423,2856.203508,573.66170956,27.532537862,0.2009384767,0.0096641448,0.9971033284,1.2712231679,0.9702257881,1.2343675748
4000,12.152,0.1976446493,0.0102406554,1953,386,20,2.1636235714,2227.7214658,1940.1600465,388.15153092,19.839570261,0.2002514989,0.010230347,0.994456982,1.0080863515,0.9869821218,1.0010076282
3000,12.15,0.154503616,0.0098619329,1521,235,15,1.7328970432,2229.4543629,1475.4426887,290.3984932,14.700385253,0.1971139187,0.0099753934,0.809232849,1.0203814214,0.783829052,0.9886259706
1000,12.153,0.1676082863,0.0131826742,531,89,7,0.8143699169,2230.2687328,504.11391362,98.053773764,4.7174539735,0.1949644086,0.009368842,0.9076652186,1.4838512552,0.8596865831,1.4070761558
3000,12.151,0.1943532502,0.0131319764,1523,296,20,1.6999406815,2231.9686735,1475.2953527,290.37183475,14.699780913,0.1971158513,0.0099759718,1.0193826142,1.3605644954,0.9859848858,1.3163606162
60000,12.151,0.198331409,0.0108011472,26849,5325,290,27.998114347,2259.9667878,26413.195979,5298.5913401,267.70730825,0.2005498009,0.0101752303,1.0049840907,1.0832726305,0.9889384487,1.0615137793
6000,12.15,0.1775043937,0.011599297,2845,505,33,3.0791945457,2263.0459824,2852.1190606,572.57947102,27.544716278,0.2008477777,0.0096818411,0.8819736396,1.1980519119,0.8837757414,1.198046625
30000,12.153,0.2072439249,0.0114580129,13004,2695,149,14.170597792,2277.2165802,13386.646812,2696.4939883,133.07703007,0.201350311,0.0099852738,0.9994459516,1.119652279,1.0292704488,1.1474911064
12000,12.153,0.2070143885,0.0095323741,5560,1151,53,5.8289575577,2283.0455377,5484.6490697,1096.0868289,56.749256174,0.1998264497,0.0103970799,1.0500992893,0.933932946,1.0359709075,0.9168318617
40000,12.153,0.1974309642,0.0099592576,17672,3489,176,18.735574961,2301.7811127,17711.479363,3550.3069641,180.40741513,0.2003333179,0.0102296041,0.9827319258,0.9755696565,0.9855123766,0.9735721437
6000,12.153,0.2100570613,0.0153352354,2804,589,43,3.1444814205,2304.9255941,2847.5561489,571.37045585,27.55832131,0.2007464541,0.0097016103,1.0308548403,1.5603272608,1.046379934,1.5806896924
1500,12.148,0.2027290448,0.0155945419,513,104,8,1.1077370644,2306.0333312,503.21250524,99.037581765,4.6309673226,0.1967167896,0.0092538522,1.0501064156,1.727500853,1.0305630001,1.6851946093
3000,12.155,0.2023270847,0.0090497738,1547,313,14,1.7536506653,2307.7869818,1470.8524791,289.56795693,14.6815572,0.1971741289,0.0099934141,1.0809207045,0.9535773222,1.026134036,0.9055737804
40000,12.151,0.1943680563,0.0106698933,18182,3534,194,18.760534763,2326.5475166,17691.380572,3545.3304582,180.43153416,0.2002816567,0.0102425155,0.9968041179,1.0752000802,0.9704735798,1.0417258598
8000,12.153,0.2102591504,0.0112209458,3743,787,42,4.0110228062,2330.5585394,3713.5854418,742.66402593,38.090475247,0.2001151036,0.0103060977,1.0596985616,1.102637857,1.0506910607,1.0887676474
2000,12.155,0.183531746,0.0138888889,1008,185,14,1.2752113342,2331.8337507,1005.416853,200.28213305,9.7618246559,0.1991768446,0.0096880356,0.9236969728,1.4341581101,0.9214512178,1.433612492
40000,12.151,0.1907759088,0.0106890939,18430,3516,197,18.776609421,2350.6103601,17671.852745,3540.4953243,180.45496803,0.200231463,0.0102550602,0.9930813849,1.091685101,0.952776881,1.0423238547
30000,12.153,0.1952298101,0.0108742932,13794,2693,150,14.204464674,2364.8148248,13333.116474,2683.9665128,133.12081196,0.2012209648,0.0100287612,1.0033657228,1.1267960118,0.9702259915,1.0843107084
22000,12.15,0.1901200551,0.0074788427,10162,1932,76,10.482626677,2375.2974515,9805.6594525,1973.2085928,96.951755191,0.2012288303,0.0099112933,0.979115947,0.7838950399,0.94479531,0.7545778878
8000,12.151,0.1920919798,0.0120583287,3566,685,43,4.0039043427,2379.3013558,3706.0980554,741.16666557,38.129524553,0.2001156686,0.0103366396,0.9242185757,1.1277350165,0.9599047446,1.1665617745
40000,12.153,0.1946339245,0.0106866758,17592,3424,188,18.771682978,2398.0730388,17633.335144,3530.9582798,180.50119008,0.2001324588,0.0102798039,0.9697084272,1.0415443794,0.9725255248,1.0395797339
2000,12.15,0.1791907514,0.0115606936,1038,186,12,1.3506610394,2399.4236999,1002.9832083,199.59306761,9.7386049214,0.1989575887,0.0096893197,0.9318960935,1.2322093459,0.9006479854,1.1931378098
12000,12.153,0.1917042381,0.0108205591,5545,1063,60,5.8696208,2405.2933207,5459.5008011,1089.7751338,56.871180578,0.1995989173,0.0104662929,0.9754305884,1.0550159042,0.9604472844,1.0338482973
15000,12.148,0.2114492754,0.0084057971,6900,1459,58,7.4174485207,2412.7107692,6676.4114901,1340.5497443,67.553820065,0.200623917,0.01015426,1.0883594631,0.8585746882,1.053958464,0.8278099169
60000,12.15,0.1982234519,0.009610834,27469,5445,264,27.957778692,2440.6685479,26225.811732,5255.0722497,268.63989838,0.2003298026,0.0102834682,1.0361417962,0.9827281859,0.9894855848,0.9345907279
60000,12.153,0.1890488469,0.0103495201,27924,5279,289,28.000291109,2468.668839,26196.775969,5248.3288333,268.78440608,0.2002957132,0.01030024,1.0058439872,1.0752111859,0.9438486917,1.004784367
3000,12.151,0.192893401,0.010786802,1576,304,17,1.6924464703,2470.3612854,1461.3257948,287.84423242,14.642480789,0.1972990912,0.0100308149,1.0561267719,1.1610054502,0.9776699924,1.075366473
2000,12.153,0.203652968,0.0109589041,1095,223,12,1.2311451435,2471.5924306,1000.3846999,198.85732245,9.7138122002,0.1987234796,0.0096906907,1.1214070332,1.2353543339,1.0248057675,1.1308692495
60000,12.152,0.195033088,0.0108930032,26898,5246,293,28.064952612,2499.6573832,26164.641445,5240.8657446,268.94433596,0.2002579857,0.0103188017,1.0009796579,1.0894447692,0.9739091666,1.0556461395
12000,12.15,0.1895667551,0.0086648983,5655,1072,49,5.8530333042,2505.5104165,5438.8845873,1084.6008906,56.971132571,0.1994123892,0.0105230328,0.9883820023,0.8600847094,0.9506267684,0.8234221563
10000,12.151,0.2064230343,0.0126245847,4515,932,57,4.9795444012,2510.4899609,4557.9830018,910.12019998,47.342941435,0.1997213916,0.0104317613,1.0240405608,1.2039809583,1.0335549569,1.2102064446
4000,12.151,0.2012847966,0.0107066381,1868,376,20,2.1709294319,2512.6608903,1922.9651213,383.43403311,19.867673437,0.1995538038,0.010341256,0.9806119633,1.0066603955,1.0086743159,1.0353324657
10000,12.15,0.2023729572,0.0098500112,4467,904,44,5.0058181286,2517.6667085,4556.5805537,909.80873586,47.347942673,0.199714736,0.0104359893,0.9936154319,0.9292906411,1.0133100905,0.9438502582
30000,12.151,0.2042546748,0.0099931865,13209,2698,132,14.133141279,2531.7998497,13231.073736,2660.085888,133.2042716,0.2009743973,0.0101116595,1.0142529654,0.9909592118,1.0163218678,0.9882835268
4000,12.148,0.2087560064,0.0138814736,1873,391,26,2.2276613712,2534.0275111,1921.6757334,383.08028428,19.869780797,0.1995014861,0.0103495727,1.0206737753,1.3085197197,1.0463882274,1.3412605467
12000,12.153,0.2018985031,0.010222709,5478,1106,56,5.8838207722,2539.9113319,5431.8077844,1082.8247595,57.005442487,0.1993483608,0.0105425095,1.0214025772,0.9823623422,1.0127923916,0.9696656198
1500,12.15,0.2090163934,0.0081967213,488,102,4,1.1105937958,2541.0219257,498.64976857,97.73594365,4.6117762254,0.1959463724,0.0092919445,1.0436283336,0.8673447723,1.0667020313,0.8821319667
6000,12.147,0.1923076923,0.0103021978,2912,560,30,3.1206834316,2544.1426091,2821.4927243,564.46454178,27.636033469,0.2001676915,0.0098145324,0.9920906604,1.0855392846,0.9607329276,1.0496880946
10000,12.151,0.2039312039,0.0109448291,4477,913,49,4.9048292637,2549.0474384,4550.4482713,908.44684156,47.369810864,0.199685634,0.0104544766,1.0050120252,1.0344140943,1.0212612685,1.0469035959
4000,12.151,0.2051976178,0.0135354629,1847,379,25,2.1385920048,2551.1860304,1920.6402872,382.79620538,19.871473118,0.1994594722,0.0103562515,0.9900829597,1.2580848864,1.0287684785,1.3069847682
2000,12.15,0.2165156093,0.0060422961,993,215,6,1.2863738537,2552.4724042,997.47253442,198.03276798,9.6860268336,0.198461112,0.0096922272,1.0856789116,0.6194490376,1.0909724686,0.6234166761
6000,12.151,0.2162462908,0.0111275964,2696,583,30,3.1152484417,2555.5876527,2820.2457519,564.13413682,27.639751511,0.2001400014,0.009819935,1.0334421584,1.0853932601,1.0804751141,1.13316396
12000,12.15,0.1883950158,0.0089269109,5377,1013,48,5.8211610317,2561.4088137,5427.3854183,1081.7148371,57.026883102,0.1993083488,0.0105546807,0.936476015,0.8417082854,0.9452439746,0.8457774464
22000,12.148,0.2044702816,0.0090207477,9977,2040,90,10.437467575,2571.8462813,9733.1196993,1954.9632856,97.126953223,0.2008601457,0.0100011476,1.0434978575,0.9266222919,1.017973381,0.9019712599
1000,12.15,0.1723446894,0.0120240481,499,86,6,0.8919436932,2572.738225,497.17478988,96.867989301,4.7407195315,0.1953867812,0.0095285418,0.8878061847,1.2656306622,0.882069341,1.2618980291
22000,12.15,0.1926668633,0.0120908287,10173,1960,123,10.474253416,2583.2124784,9728.9248072,1953.90818,97.137084728,0.2008388251,0.0100063438,1.0031177616,1.2662517137,0.9593108462,1.2083163353
22000,12.151,0.1939470611,0.0103152978,10276,1993,106,10.440053225,2593.6525316,9725.0717246,1952.9390469,97.146390694,0.2008192417,0.0100111166,1.020513161,1.0911367807,0.9657792721,1.0303843437
3000,12.15,0.1899477807,0.0124020888,1532,291,19,1.7036099434,2595.3561416,1454.0012268,286.51895103,14.612436985,0.1973951682,0.0100595704,1.0156396251,1.3002622368,0.9622716828,1.2328646503
1500,12.148,0.1882998172,0.0164533821,547,103,9,1.0930027962,2596.4491444,497.57354697,97.428923726,4.6072495839,0.1957646526,0.0093009294,1.057180928,1.9534431196,0.9618683185,1.7690040745
12000,12.15,0.2001073922,0.0130660462,5587,1118,73,5.8645489216,2602.3136933,5418.970649,1079.6029041,57.067679776,0.199232215,0.0105778398,1.0355659435,1.279182898,1.0043927492,1.2352282112
10000,12.153,0.1945010183,0.0112016293,4910,955,55,4.9992434978,2607.3129368,4539.0622871,905.91817348,47.41041416,0.1996315995,0.0104888024,1.0541790947,1.1600826733,0.9742997541,1.0679607497
4000,12.151,0.1895,0.008,2000,379,16,2.2317512035,2609.544688,1917.1185817,381.83001111,19.877228951,0.1993165768,0.0103789668,0.9925882958,0.8049411736,0.9507488192,0.7707896305
22000,12.152,0.2003771338,0.0091306074,10076,2019,92,10.440108776,2619.9847968,9715.3533456,1950.4946657,97.169862526,0.2007698479,0.0100231546,1.0351220311,0.9467956176,0.9980439586,0.9109514628
10000,12.15,0.1889798628,0.0137198495,4519,854,62,4.9061260223,2624.8909228,4535.6272754,905.15530534,47.422663676,0.199615298,0.0104991581,0.9434844992,1.3073917657,0.9467203401,1.3067571073
3000,12.153,0.1878031878,0.0097020097,1443,271,14,1.7527592182,2626.643682,1452.1678097,286.18721902,14.604916702,0.1974192173,0.0100667682,0.9469325742,0.9585812973,0.95129132,0.9637660739
3000,12.151,0.2045760431,0.0141318977,1486,304,21,1.7666361332,2628.4103181,1452.0642866,286.16848793,14.604492073,0.1974205752,0.0100671747,1.0623112356,1.4379137525,1.0362447929,1.4037600607
10000,12.153,0.1940782364,0.0099416469,4627,898,46,4.9010267258,2633.3113449,4533.9817941,904.78986691,47.42853159,0.199607489,0.0105041189,0.9924956422,0.9698803328,0.9722993731,0.9464522435
22000,12.148,0.2045382918,0.0108204643,9519,1947,103,10.433432341,2643.7447772,9706.5843129,1948.2890655,97.191041496,0.2007252792,0.0100340168,0.9993383602,1.0597684562,1.0189961758,1.0783781399
1000,12.148,0.2231759657,0.0107296137,466,104,5,0.843791008,2644.5885682,495.71895678,96.619210876,4.7456006621,0.1954753953,0.0095620469,1.0763904927,1.0536074053,1.1417087316,1.1221042771
40000,12.148,0.1975438596,0.0111111111,17100,3378,190,18.791438341,2663.3800066,17418.029391,3477.648091,180.7595622,0.1995790445,0.0104181161,0.9713461258,1.0511200497,0.9898026123,1.0665182684
30000,12.153,0.1994718036,0.0100201957,12874,2568,129,14.160911798,2677.5409184,13142.01295,2639.2433736,133.27711346,0.2007591983,0.0101840113,0.9730061372,0.9679081176,0.9935873689,0.9839144352
40000,12.148,0.19750342,0.0098039216,17544,3465,172,18.755503654,2696.296422,17391.316585,3471.0339401,180.79161821,0.1995103829,0.0104352764,0.9982616303,0.9513715387,0.9899405591,0.9394980294
15000,12.153,0.1936151345,0.0101980491,6766,1310,69,7.2742989063,2703.5707209,6589.4791366,1317.293408,67.582396879,0.1997917231,0.01028623,0.9944633382,1.0209759225,0.9690848626,0.9914272839
30000,12.148,0.1944549085,0.010020342,13273,2581,133,14.207086325,2717.7778072,13117.424623,2633.4890729,133.29722398,0.2006997852,0.0102039866,0.9800686194,0.9977702163,0.9688844874,0.9820026696
10000,12.152,0.2003115958,0.0077898954,4493,900,35,4.9241828918,2722.7019901,4516.5134724,900.91039659,47.49082497,0.1995245895,0.0105567814,0.9989894704,0.7369844601,1.0039444074,0.7379043926
22000,12.146,0.200305033,0.0115912557,9835,1970,114,10.422510862,2733.124501,9673.5971762,1939.9920916,97.270712037,0.2005576214,0.0100748776,1.0154680571,1.1719868973,0.9987405694,1.150510819
15000,12.146,0.1930707729,0.0108084098,6754,1304,73,7.2700042725,2740.3945053,6578.4732274,1314.3490828,67.586014794,0.1996863647,0.0103029378,0.9921260775,1.0801051108,0.9668700873,1.0490609592
1000,12.153,0.1757049892,0.0021691974,461,81,1,0.8643012047,2741.2588065,493.76022247,96.284494736,4.7521679245,0.1955946201,0.009607126,0.8412569461,0.2104302743,0.8983119731,0.2257904597
1500,12.144,0.1901960784,0.0117647059,510,97,6,1.027368784,2742.2861753,494.74185223,96.62110989,4.5953393351,0.1952865215,0.00932457,1.0039214009,1.305670716,0.9739334646,1.2616888333
60000,12.15,0.1983112646,0.0110919209,26055,5167,289,27.948014498,2770.2341897,25884.058504,5175.7017058,270.34076541,0.1999285676,0.0104808736,0.9983187389,1.0690211651,0.9919105959,1.0583011864
6000,12.15,0.1842105263,0.01367054,2926,539,40,3.1652991772,2773.3994889,2796.5144869,557.84616511,27.710509973,0.1996130266,0.0099227528,0.9662161967,1.4434956281,0.9228382007,1.377696314
60000,12.148,0.2042030135,0.0100713719,25220,5150,254,27.979956865,2801.3794458,25851.761473,5168.2008756,270.50150407,0.1998906493,0.0104995292,0.9964782956,0.9389966273,1.0215736163,0.9592212921
6000,12.138,0.1958948506,0.012603529,2777,544,35,3.0835797787,2804.4630256,2793.1300197,556.94939731,27.72060129,0.1995378714,0.0099374163,0.9767494186,1.2625988749,0.9817427098,1.2682903256
6000,12.141,0.2017055988,0.0088987764,2697,544,24,3.0866851807,2807.5497108,2792.7937159,556.86028834,27.721604032,0.1995304034,0.0099388734,0.9769057183,0.8657507687,1.0109015735,0.8953506164
8000,12.137,0.1966538673,0.0128908393,3646,717,47,4.1509540081,2811.7006648,3639.6771769,727.88352707,38.475932379,0.2001206816,0.010607578,0.985047708,1.2215428476,0.9826763814,1.2152481272
4000,12.137,0.1979613734,0.0069742489,1864,369,13,2.1771674156,2813.8778322,1904.7879148,378.44704239,19.897382043,0.1988162521,0.0104585009,0.9750373465,0.6533522838,0.9957001568,0.6668497718
3000,12.141,0.1883862255,0.0067521945,1481,279,10,1.7375400066,2815.6153722,1441.0942661,284.18361127,14.559495407,0.1975644699,0.0101102419,0.9817596404,0.6868369899,0.9535430415,0.6678568666
15000,12.138,0.1996779388,0.0114185332,6831,1364,78,7.2547781467,2822.8701503,6553.8228694,1307.7545642,67.594117976,0.1994503895,0.010340359,1.043009168,1.1539465613,1.0011408816,1.1042685456
1500,12.135,0.1957894737,0.0063157895,475,93,3,1.1035728455,2823.9737232,493.15573793,96.168629947,4.5886680596,0.1950187064,0.0093378118,0.9670513145,0.6537844885,1.0039522737,0.6763671837
1000,12.141,0.1663516068,0.011342155,529,88,6,0.8296329975,2824.8033562,492.06744112,95.995225673,4.7578434974,0.1956976569,0.0096460844,0.9167122571,1.2610755279,0.8500439375,1.1758299632
2000,12.138,0.1777362021,0.0074836296,1069,190,8,1.2650225163,2826.0683787,987.62143383,195.24351408,9.5920361446,0.1975735904,0.0096974249,0.9731437221,0.8340252142,0.8995949392,0.7717130752
30000,12.138,0.2013206163,0.0104915627,13630,2744,143,14.175513268,2840.243892,13042.586927,2615.9751274,133.35843292,0.2005189537,0.0102647838,1.0489396368,1.0722981432,1.0039979394,1.0220929113
6000,12.138,0.191445326,0.0134529148,2899,555,39,3.2197871208,2843.4636791,2788.8807794,555.82349429,27.733271061,0.1994435131,0.0099558265,0.9985184248,1.4062531576,0.9598974819,1.3512604652
22000,12.138,0.1971105274,0.0111133562,9898,1951,110,10.440919399,2853.9045985,9629.0211873,1928.7802721,97.378371978,0.2003310632,0.0101300935,1.0115200929,1.1296142846,0.9839239319,1.0970635384
1500,12.138,0.1921005386,0.012567325,557,107,7,1.0036785603,2854.908277,492.55508655,95.997278676,4.58614169,0.1949172865,0.0093428264,1.1146149295,1.5263374909,0.9855490093,1.3451309528
2000,12.139,0.2093476144,0.0048685492,1027,215,5,1.2368853092,2856.1451623,986.53848872,194.93688754,9.5817036183,0.1974760239,0.0096979962,1.102921067,0.521827871,1.0601166169,0.5020159886
60000,12.133,0.2022815389,0.0105502535,26824,5426,283,28.128952026,2884.2741144,25765.801298,5148.2370381,270.92931811,0.1997897279,0.0105491819,1.0539530251,1.0445528818,1.0124721681,1.0001015772
1000,12.139,0.1504950495,0.0099009901,505,76,5,0.7626917362,2885.0368061,490.84698975,95.786670194,4.761935438,0.1957719437,0.0096741723,0.7934298149,1.049993236,0.7687263389,1.023445705
12000,12.135,0.1936999652,0.0099199443,5746,1113,57,5.9097325802,2890.9465387,5359.5943876,1064.700691,57.355549107,0.198695,0.010741255,1.0453642131,0.9938009641,0.9748607929,0.9235368028
2000,12.142,0.19257087,0.0078201369,1023,197,8,1.282327652,2892.2288663,985.23925835,194.5690217,9.5693074849,0.1973589715,0.0096986817,1.0124941693,0.8360061596,0.975739124,0.8063092549
1000,12.139,0.1728594507,0.0129240711,619,107,8,0.8846290112,2893.1134953,490.68333971,95.758705039,4.7624841254,0.1957819048,0.0096779386,1.1173918858,1.6797956254,0.8829184236,1.3354156907
40000,12.141,0.1968331823,0.0111958202,18757,3692,210,18.838902473,2911.9523978,17216.304324,3427.7005106,181.00163716,0.1990605376,0.0105477041,1.0771069376,1.1602105003,0.9888106636,1.0614461843
10000,12.138,0.193554925,0.0093230645,4934,955,46,4.9205009937,2916.8728988,4478.5694584,892.48356094,47.626136245,0.1993445185,0.0106711731,1.0700477205,0.9658562215,0.9709568463,0.8736681897
1000,12.141,0.2065439673,0.0081799591,489,101,4,0.8019094467,2917.6748083,490.18567789,95.673662651,4.7641526905,0.1958121966,0.009689392,1.0556719289,0.8396036525,1.0548064466,0.8442179959
4000,12.138,0.1773897059,0.0091911765,2176,386,20,2.2908699512,2919.9656782,1898.3859485,376.69063685,19.907845339,0.1985564883,0.0104997942,1.0247135507,1.0046290625,0.8933966724,0.8753672956
1500,12.142,0.1764705882,0.0162271805,493,87,8,1.0178520679,2920.9835303,491.27211373,95.631277644,4.5807454426,0.1947006568,0.0093535374,0.9097441982,1.7464406395,0.9063687362,1.7348709794
30000,12.143,0.201738097,0.0101017604,13463,2716,136,14.147104502,2935.1306348,12984.602668,2602.4053196,133.40585762,0.2003788454,0.0103118895,1.0436498802,1.0194454908,1.0067834088,0.9796226407
2000,12.142,0.2016048144,0.0110330993,997,201,11,1.3637325764,2936.4943674,983.64543409,194.11774415,9.554100591,0.1972153781,0.0096995227,1.0354540276,1.1513380977,1.0222570694,1.137488891
40000,12.141,0.192575941,0.0099141161,17349,3341,172,18.750523806,2955.2448912,17181.170973,3419.0014139,181.04379804,0.1989702321,0.0105702737,0.9771859077,0.9500463527,0.9678630766,0.937924256
