Ex,Ey,Ez,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,time_accum,Predicted loading_signal,Detrended_loading_signal
-0.743486974,0.1975951904,0.597995992,0,0.0004467277,13431,0,6,6.5044498444,3295.1629438,10168.729431,1.3208139808
-0.210420842,0.0781563126,-0.488977956,0,0.0008492569,7065,0,6,6.4605267048,3301.6234705,10108.287962,0.6989314141
-0.266533066,0.0196392786,-0.418436874,0.0001432665,0.0005730659,6980,1,4,6.4944756031,3308.1179461,10047.380105,0.694708464
0.0941883768,-0.022845691,0.3126252505,0.0001143249,0.0004572996,17494,2,8,6.9978501797,3315.1157963,9981.5844327,1.7526275631
-0.783567134,0.1527054108,-0.456913828,0.0001733403,0.0003466805,5769,1,2,6.4942483902,3321.6100447,9920.3688176,0.5815307985
-0.414829659,-0.148697395,-0.662124248,0,0.0010917031,5496,0,6,6.4183137417,3328.0283585,9859.7224186,0.5574193437
0.2384769539,-0.131863727,-0.594789579,0,0.000791515,6317,0,5,6.5093157291,3334.5376742,9798.0673404,0.6447189819
0.7274549098,0.153507014,0.6973947896,0.0000524769,0.0004722922,19056,1,9,7.5795435905,3342.1172178,9726.08642,1.9592669834
-0.907815631,0.0621242485,0.0913827655,0,0.0005207655,7681,0,4,6.5049576759,3348.6221755,9664.148545,0.7947932468
0.9679358717,0.0268537074,-0.562725451,0,0.0001641228,6093,0,1,6.3988819122,3355.0210574,9603.0746743,0.6344842883
-0.691382766,0.1735470942,-0.585170341,0,0.0001633453,6122,0,1,6.4842379093,3361.5052953,9541.0384055,0.6416492356
-0.106212425,0.0877755511,-0.732665331,0,0.000807624,6191,0,5,6.4330580235,3367.9383533,9479.3448429,0.6531042074
-0.358717435,0.195991984,0.2036072144,0.0001010918,0.0006065507,9892,1,6,6.4916944504,3374.4300478,9416.940583,1.0504473202
-0.366733467,0.1567134269,-0.511422846,0,0.0003380091,5917,0,2,6.4800872803,3380.910135,9354.4992595,0.6325298486
-0.695390782,0.1134268537,0.5434869739,0.00016,0.00016,12500,2,2,6.5183160305,3387.4284511,9291.5397419,1.3453098568
0.6913827655,-0.077354709,-0.485771543,0,0.0008242664,6066,0,5,6.384553194,3393.8130043,9229.726548,0.6572242383
-0.623246493,-0.047695391,-0.222845691,0,0.0005056464,5933,0,3,6.5248064995,3400.3378108,9166.4065184,0.6472547326
-0.651302605,-0.192785571,0.7102204409,0,0.0004724112,10584,0,5,6.44836092,3406.7861717,9103.6804246,1.1626067158
-0.174348697,-0.054108216,0.5851703407,0,0.0004202185,16658,0,7,6.8075852394,3413.5937569,9037.3004194,1.8432495576
-0.547094188,0.0741482966,-0.556312625,0.0001522997,0,6566,1,0,6.3077845573,3419.9015415,8975.647623,0.7315349572
-0.182364729,0.1086172345,0.4601202405,0,0.0003643208,16469,0,6,6.8044829369,3426.7060244,8908.9822823,1.8485837639
0.2865731463,0.1366733467,-0.373547094,0,0.0001572327,6360,0,1,6.3713779449,3433.0774024,8846.4117387,0.7189355626
-0.843687375,0.0909819639,-0.655711423,0,0.0006800408,5882,0,4,6.4823720455,3439.5597744,8782.6038281,0.6697330445
0.5390781563,0.180761523,0.3062124248,0.0000659457,0.000395674,15164,1,6,6.6389579773,3446.1987324,8717.1005531,1.7395692418
0.5751503006,-0.040480962,0.0593186373,0,0.0003722546,8059,0,3,6.4896433353,3452.6883757,8652.9198294,0.931361917
-0.647294589,-0.132665331,-0.133066132,0.0001863238,0,5367,1,0,6.4112014771,3459.0995772,8589.3686151,0.6248422021
-0.45490982,-0.03006012,-0.581963928,0,0.0003563157,5613,0,2,6.5018527508,3465.6014299,8524.7703507,0.6584341594
0.126252505,-0.056513026,0.2004008016,0.0000881679,0.000705343,11342,1,8,6.4307875633,3472.0322175,8460.731078,1.3405460941
-0.579158317,0.176753507,0.1715430862,0,0.000450045,8888,0,4,6.5238137245,3478.5560312,8395.6159817,1.0586477537
-0.835671343,0.1174348697,-0.165130261,0,0.0003407155,5870,0,2,6.3978309631,3484.9538622,8331.6121484,0.7045455184
-0.258517034,-0.05250501,0.1330661323,0.0265977562,0.00264717,7933,211,21,6.5202600956,3491.4741223,8266.2345902,0.959687257
-0.955911824,0.1006012024,0.027254509,0,0.0006729475,5944,0,4,6.4137578011,3497.8878801,8201.7782198,0.7247208887
-0.442885772,-0.058116232,0.4985971944,0,0.0005262696,11401,0,6,6.5141708851,3504.402051,8136.1638083,1.4012746386
0.8036072144,-0.089378758,-0.636472946,0,0.0001629461,6137,0,1,6.3744108677,3510.7764618,8071.8118578,0.760300179
0.5270541082,0.0164328657,0.3414829659,0,0.0002871088,13932,0,4,6.6026742458,3517.3791361,8005.0039907,1.7404113747
0.7995991984,-0.170340681,-0.193987976,0,0.0012711864,7080,0,9,6.4011459351,3523.780282,7940.0880537,0.8916777688
-0.150300601,-0.024448898,-0.296593186,0,0.0007227522,6918,0,5,6.504406929,3530.2846889,7873.9764774,0.8785903819
0.0340681363,-0.13507014,-0.658917836,0,0.0010869565,5520,0,6,6.3820595741,3536.6667485,7808.9630231,0.706880028
0.5671342685,0.0068136273,-0.129859719,0,0.0006080506,8223,0,5,6.5167424679,3543.183491,7742.428924,1.0620698079
0.4509018036,0.0452905812,0.4408817635,0,0.0002124044,18832,0,4,7.3650171757,3550.5485082,7667.053387,2.4562239298
0.5791583166,0.1278557114,0.0881763527,0,0.0002429248,8233,0,2,6.4618575573,3557.0103657,7600.7630294,1.0831807239
0.0420841683,0.0501002004,0.6685370741,0,0.0002403846,16640,0,4,6.6898121834,3563.7001779,7531.9785687,2.2092468597
0.7354709419,0.0661322645,-0.437675351,0.0001896094,0.0007584376,5274,1,4,6.4816641808,3570.1818421,7465.1833122,0.7064796375
-0.498997996,0.1294589178,0.1683366733,0.0001151543,0.0005757715,8684,1,5,6.4129440784,3576.5947862,7398.9500071,1.1736800481
-0.863727455,0.0605210421,-0.322244489,0,0.0009411765,6375,0,6,6.3899693489,3582.9847555,7332.8093192,0.8693803047
0.0781563126,-0.183967936,-0.450501002,0,0.0004979253,6025,0,3,6.3551421165,3589.3398976,7266.8858883,0.8291034279
0.2825651303,-0.166332665,0.7230460922,0,0.0002042067,19588,0,4,7.5995385647,3596.9394362,7187.8665015,2.7251479971
0.1503006012,0.1310621242,-0.277354709,0,0.0003737619,5351,0,2,6.446284771,3603.385721,7120.6784438,0.7514733381
0.9559118236,0.1318637275,0.2100200401,0,0.000323241,9281,0,3,6.5046730042,3609.890394,7052.7328527,1.31594379
-0.186372745,0.0581162325,0.0080160321,0.1282764098,0.0035742653,7554,969,27,6.5015361309,3616.3919301,6984.6704977,1.08151129
-0.751503006,0.0693386774,-0.043286573,0,0.000361991,5525,0,2,6.4371993542,3622.8291295,6917.1343798,0.7987411689
0.2585170341,0.0316633267,-0.158717435,0,0.0004130525,7263,0,3,6.3400104046,3629.1691399,6850.4746752,1.0602185023
0.1382765531,0.1478957916,0.7519038076,0,0.0005957898,15106,0,9,6.600127697,3635.7692676,6780.9290362,2.2277183435
0.8116232465,0.1831663327,-0.758316633,0,0.0014374701,4174,0,6,6.4281520844,3642.1974196,6713.0474131,0.621774247
-0.450901804,-0.179158317,-0.463326653,0,0.0010274852,3893,0,4,6.5264065266,3648.7238262,6643.9787115,0.585944081
-0.338677355,0.0901803607,-0.395991984,0,0.0006521739,4600,0,3,6.509393692,3655.2332199,6574.9400043,0.6996261558
0.3547094188,-0.15991984,0.2260521042,0,0.0006423295,9341,0,6,6.42730546,3661.6605253,6506.6248926,1.4356137251
0.8476953908,0.1639278557,0.4184368737,0,0.0002531859,11849,0,3,6.4860193729,3668.1465447,6437.537609,1.840610606
-0.739478958,-0.000400802,-0.559519038,0,0.0010133766,4934,0,5,6.5531787872,3674.6997235,6367.5838614,0.7748621938
-0.683366733,0.1519038076,-0.024048096,0,0.0005825243,5150,0,3,6.4386701584,3681.1383936,6298.7045473,0.8176284443
0.49498998,0.1791583166,-0.325450902,0,0,4297,0,0,6.5207056999,3687.6590993,6228.7982057,0.6898602039
-0.042084168,0.0284569138,-0.145891784,0.0115336658,0.0109102244,6416,74,70,6.4183351994,3694.0774345,6159.8424899,1.0415850747
0.871743487,-0.181563126,0.3799599198,0,0.0001838404,10879,0,2,6.48239851,3700.559833,6090.0506255,1.7863562504
-0.763527054,-0.114228457,0.2773547094,0,0.0003986446,5017,0,2,6.4440295696,3707.0038626,6020.5245562,0.8333160928
0.1062124248,0.0124248497,-0.001603206,0.0231772091,0.0148076614,6213,144,92,6.5218555927,3713.5257182,5950.0092719,1.0442000535
-0.298597194,0.1206412826,0.0112224449,0.1061601643,0.0018480493,4870,517,9,6.4053456783,3719.9310639,5880.6072871,0.8281457615
-0.78757515,0.1438877756,-0.739078156,0,0.0005393743,3708,0,2,6.5518937111,3726.4829576,5809.4673315,0.6382685001
-0.503006012,-0.067735471,0.3575150301,0,0.0003143171,6363,0,2,6.3932700157,3732.8762276,5739.9033495,1.1085552513
0.3627254509,-0.008416834,-0.190781563,0,0.0011286682,5316,0,6,6.5041935444,3739.3804212,5668.9840883,0.9377341543
-0.214428858,-0.188777555,0.2228456914,0,0.000477631,6281,0,3,6.3768396378,3745.7572608,5599.3081948,1.1217457196
-0.402805611,-0.135871743,-0.286973948,0,0.0005477951,3651,0,2,6.4502980709,3752.2075589,5528.6833557,0.6603742275
0.9078156313,0.0613226453,-0.203607214,0.0002207018,0.0002207018,4531,1,1,6.3690164089,3758.5765753,5458.8040984,0.8300352822
