group_idx,rf_amplitude,mode,segment,n_peaks_target,scan_count,candidate_idx,ok,r2,aicc,nfev,hit_max_nfev,ier,is_stage_best,is_segment_selected,init_new_mu,init_mu_norm
0,-0.5,lost,right,7,69,28,1,0.9669154074915394,-1852.5730992610288,21,0,1,0,0,100.0,0.4117647058823529
0,-0.5,lost,right,7,69,29,1,0.9669154079440616,-1852.5731011348785,22,0,1,0,0,101.0,0.4264705882352941
0,-0.5,lost,right,7,69,30,1,0.9669154079844875,-1852.5731013022782,21,0,1,1,0,102.0,0.4411764705882353
0,-0.5,lost,right,7,69,31,1,0.966915407789839,-1852.5731004962577,23,0,1,0,0,103.0,0.45588235294117646
0,-0.5,lost,right,7,69,32,1,0.9669154077038304,-1852.5731001401048,19,0,1,0,0,104.0,0.47058823529411764
0,-0.5,lost,right,7,69,33,1,0.96691540771529,-1852.5731001875583,16,0,1,0,0,105.0,0.4852941176470588
0,-0.5,lost,right,7,69,34,1,0.9669154075062407,-1852.5730993219058,18,0,1,0,0,106.0,0.5
0,-0.5,lost,right,7,69,35,1,0.9669154077396238,-1852.5731002883222,20,0,1,0,0,107.0,0.5147058823529411
0,-0.5,lost,right,7,69,36,1,0.9510167179740575,-1798.8127421373395,28,0,2,0,0,108.0,0.5294117647058824
0,-0.5,lost,right,7,69,37,1,0.9510167180746275,-1798.812742418621,25,0,2,0,0,109.0,0.5441176470588235
0,-0.5,lost,right,7,69,38,1,0.9510167180220768,-1798.812742271643,28,0,1,0,0,110.0,0.5588235294117647
0,-0.5,lost,right,7,69,39,1,0.9547224509653206,-1809.590224354956,23,0,1,0,0,111.0,0.5735294117647058
0,-0.5,lost,right,7,69,40,1,0.9669154077804407,-1852.5731004573408,25,0,1,0,0,112.0,0.5882352941176471
0,-0.5,lost,right,7,69,41,1,0.9518363210652142,-1801.1244621664296,25,0,1,0,0,113.0,0.6029411764705882
0,-0.5,lost,right,7,69,42,1,0.9518363211181019,-1801.1244623168668,15,0,1,0,0,114.0,0.6176470588235294
0,-0.5,lost,right,7,69,43,1,0.9669154075663555,-1852.5730995708352,25,0,1,0,0,115.0,0.6323529411764706
0,-0.5,lost,right,7,69,44,1,0.951016718239705,-1798.8127428803214,27,0,1,0,0,116.0,0.6470588235294118
0,-0.5,lost,right,7,69,45,1,0.9518363191858729,-1801.124456820705,19,0,1,0,0,117.0,0.6617647058823529
0,-0.5,lost,right,7,69,46,1,0.9510167180619257,-1798.8127423830952,28,0,1,0,0,118.0,0.6764705882352942
0,-0.5,lost,right,7,69,47,1,0.9495756983744627,-1794.8405398571388,22,0,1,0,0,119.0,0.6911764705882353
0,-0.5,lost,right,7,69,48,1,0.9495756985040951,-1794.8405402093429,16,0,1,0,0,120.0,0.7058823529411765
0,-0.5,lost,right,7,69,49,1,0.9495756985419883,-1794.8405403122965,19,0,1,0,0,121.0,0.7205882352941176
0,-0.5,lost,right,7,69,50,1,0.9495756986817718,-1794.8405406920808,14,0,1,0,0,122.0,0.7352941176470589
0,-0.5,lost,right,7,69,51,1,0.9495756985008432,-1794.8405402005078,20,0,1,0,0,123.0,0.75
0,-0.5,lost,right,7,69,52,1,0.9495756986200184,-1794.8405405243,14,0,1,0,0,124.0,0.7647058823529411
0,-0.5,lost,right,7,69,53,1,0.9495756985828161,-1794.8405404232235,15,0,1,0,0,125.0,0.7794117647058824
0,-0.5,lost,right,7,69,54,1,0.9495756987069977,-1794.8405407606174,18,0,1,0,0,126.0,0.7941176470588235
0,-0.5,lost,right,7,69,55,1,0.9495756985340651,-1794.8405402907697,17,0,1,0,0,127.0,0.8088235294117647
0,-0.5,lost,right,7,69,56,1,0.9495756981127148,-1794.8405391459844,18,0,1,0,0,128.0,0.8235294117647058
0,-0.5,lost,right,7,69,57,1,0.9495756982251066,-1794.8405394513466,17,0,1,0,0,129.0,0.8382352941176471
0,-0.5,lost,right,7,69,58,1,0.9495756983704551,-1794.8405398462505,13,0,1,0,0,130.0,0.8529411764705882
0,-0.5,lost,right,7,69,59,1,0.949575698263192,-1794.8405395548227,18,0,1,0,0,131.0,0.8676470588235294
0,-0.5,lost,right,7,69,60,1,0.9510167179916077,-1798.812742186425,30,0,1,0,0,132.0,0.8823529411764706
0,-0.5,lost,right,7,69,61,1,0.9669154078824185,-1852.5731008796206,21,0,1,0,0,133.0,0.8970588235294118
0,-0.5,lost,right,7,69,62,1,0.949575697958642,-1794.8405387273774,24,0,1,0,0,134.0,0.9117647058823529
0,-0.5,lost,right,7,69,63,1,0.966915407583836,-1852.5730996432198,24,0,1,0,0,135.0,0.9264705882352942
0,-0.5,lost,right,7,69,64,1,0.9488952264103357,-1793.0040993141936,7,0,4,0,0,136.0,0.9411764705882353
0,-0.5,lost,right,7,69,65,1,0.948895254274037,-1793.0041740103097,8,0,4,0,0,137.0,0.9558823529411765
0,-0.5,lost,right,7,69,66,1,0.9488902297325492,-1792.9907050391425,11,0,4,0,0,138.0,0.9705882352941176
0,-0.5,lost,right,7,69,67,1,0.9488934886167629,-1792.9994407734155,8,0,3,0,0,139.0,0.9852941176470589
0,-0.5,lost,right,7,69,68,1,0.9488855389538521,-1792.9781319598699,7,0,3,0,0,140.0,1.0
0,-0.5,lost,right,8,69,0,1,0.9669143201232037,-1843.734077921866,6,0,3,0,0,72.0,0.0
0,-0.5,lost,right,8,69,1,1,0.9669128635955616,-1843.7280469170455,5,0,3,0,0,73.0,0.014705882352941176
0,-0.5,lost,right,8,69,2,1,0.9724965049582039,-1869.0499609863361,26,0,1,0,0,74.0,0.029411764705882353
0,-0.5,lost,right,8,69,3,1,0.9724965051283073,-1869.0499618336526,30,0,1,0,0,75.0,0.04411764705882353
0,-0.5,lost,right,8,69,4,1,0.9724965047446738,-1869.0499599227026,36,0,1,0,0,76.0,0.058823529411764705
0,-0.5,lost,right,8,69,5,1,0.9724965051518253,-1869.0499619507998,30,0,1,0,0,77.0,0.07352941176470588
0,-0.5,lost,right,8,69,6,1,0.97249650483874,-1869.0499603912635,35,0,1,0,0,78.0,0.08823529411764706
0,-0.5,lost,right,8,69,7,1,0.9724965041101898,-1869.0499567622207,41,0,1,0,0,79.0,0.10294117647058823
